year,test,LEA,school,subject,proficiency
2015,SAGE,SALT LAKE DISTRICT,MEADOWLARK SCHOOL,Science,0.11
2015,SAGE,SALT LAKE DISTRICT,MEADOWLARK SCHOOL,Science,0.16
2015,SAGE,SALT LAKE DISTRICT,MEADOWLARK SCHOOL,Science,0.18
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,English Language Arts,0.33
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,English Language Arts,0.26
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,English Language Arts,0.33
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Mathematics,0.39
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Mathematics,0.32
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Mathematics,0.44
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Science,0.23
2015,SAGE,SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Science,0.41
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,English Language Arts,0.50
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,English Language Arts,0.30
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,English Language Arts,0.29
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,English Language Arts,0.33
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Mathematics,0.63
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Mathematics,0.40
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Mathematics,0.42
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Mathematics,0.36
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Science,0.36
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Science,0.36
2015,SAGE,SALT LAKE DISTRICT,NEWMAN SCHOOL,Science,0.32
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,English Language Arts,0.49
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,English Language Arts,0.36
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,English Language Arts,0.33
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,English Language Arts,0.32
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Mathematics,0.43
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Mathematics,0.36
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Mathematics,0.46
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Mathematics,0.22
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Science,0.40
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Science,0.40
2015,SAGE,SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Science,0.33
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,English Language Arts,0.38
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,English Language Arts,0.32
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,English Language Arts,0.37
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,English Language Arts,0.29
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Mathematics,0.44
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Mathematics,0.38
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Mathematics,0.46
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Mathematics,0.22
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Science,0.42
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Science,0.35
2015,SAGE,SALT LAKE DISTRICT,NORTH STAR SCHOOL,Science,0.20
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,English Language Arts,0.25
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,English Language Arts,0.28
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,Mathematics,0.26
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,Mathematics,0.28
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,Science,0.22
2015,SAGE,SALT LAKE DISTRICT,NORTHWEST MIDDLE,Science,0.28
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,English Language Arts,0.31
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,English Language Arts,0.30
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,English Language Arts,0.16
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,Mathematics,0.44
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,Mathematics,0.40
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,Mathematics,0.38
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,Science,0.35
2015,SAGE,SALT LAKE DISTRICT,PARKVIEW SCHOOL,Science,0.25
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,English Language Arts,0.12
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,English Language Arts,0.27
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,English Language Arts,0.17
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,Mathematics,0.25
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,Mathematics,0.33
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,Mathematics,0.30
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,Science,0.25
2015,SAGE,SALT LAKE DISTRICT,RILEY SCHOOL,Science,0.20
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,English Language Arts,0.31
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,English Language Arts,0.18
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,English Language Arts,0.22
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,English Language Arts,0.31
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Mathematics,0.47
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Mathematics,0.34
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Mathematics,0.21
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Mathematics,0.31
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Science,0.17
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Science,0.24
2015,SAGE,SALT LAKE DISTRICT,ROSE PARK SCHOOL,Science,0.20
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,English Language Arts,0.66
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,English Language Arts,0.67
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,English Language Arts,0.85
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,English Language Arts,0.79
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Mathematics,0.82
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Mathematics,0.84
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Mathematics,0.88
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Mathematics,0.80
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Science,0.75
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Science,0.77
2015,SAGE,SALT LAKE DISTRICT,UINTAH SCHOOL,Science,0.77
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,English Language Arts,0.63
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,English Language Arts,0.56
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,English Language Arts,0.70
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,English Language Arts,0.52
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Mathematics,0.62
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Mathematics,0.57
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Mathematics,0.74
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Mathematics,0.73
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Science,0.60
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Science,0.68
2015,SAGE,SALT LAKE DISTRICT,WASATCH SCHOOL,Science,0.77
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,English Language Arts,0.33
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,English Language Arts,0.35
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,English Language Arts,0.24
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,English Language Arts,0.27
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Mathematics,0.47
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Mathematics,0.58
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Mathematics,0.42
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Mathematics,0.36
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Science,0.29
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Science,0.43
2015,SAGE,SALT LAKE DISTRICT,WASHINGTON SCHOOL,Science,0.44
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,English Language Arts,0.42
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,English Language Arts,0.49
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,English Language Arts,0.93
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,English Language Arts,0.18
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Mathematics,0.92
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Mathematics,0.23
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Mathematics,0.28
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Mathematics,0.28
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.91
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.88
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.45
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.36
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.20
2015,SAGE,SALT LAKE DISTRICT,WEST HIGH,Science,0.16
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.46
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.57
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.36
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.42
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Mathematics,0.48
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Mathematics,0.67
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Mathematics,0.35
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Mathematics,0.43
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Science,0.71
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Science,0.39
2015,SAGE,SALT LAKE DISTRICT,WHITTIER SCHOOL,Science,0.43
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,English Language Arts,0.59
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,English Language Arts,0.45
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Mathematics,0.68
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,English Language Arts,0.47
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,Mathematics,0.33
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,Mathematics,0.15
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,Mathematics,0.33
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,Science,0.40
2015,SAGE,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,Science,0.19
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,English Language Arts,0.19
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,English Language Arts,0.30
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,English Language Arts,0.27
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Mathematics,0.20
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Mathematics,0.40
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Mathematics,0.25
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Science,0.20
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Science,0.42
2015,SAGE,SAN JUAN DISTRICT,ALBERT R. LYMAN,Science,0.37
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,English Language Arts,0.33
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,English Language Arts,0.30
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,English Language Arts,0.30
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,Mathematics,0.34
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,Mathematics,0.41
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,Mathematics,0.32
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,Science,0.27
2015,SAGE,SAN JUAN DISTRICT,BLANDING SCHOOL,Science,0.50
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,English Language Arts,0.22
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,English Language Arts,0.51
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,English Language Arts,0.29
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Mathematics,0.61
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Science,0.54
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Science,0.65
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Science,0.49
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO HIGH,Science,0.46
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO SCHOOL,English Language Arts,0.44
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO SCHOOL,English Language Arts,0.26
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO SCHOOL,Mathematics,0.46
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO SCHOOL,Mathematics,0.37
2015,SAGE,SAN JUAN DISTRICT,MONTICELLO SCHOOL,Science,0.45
2015,SAGE,SAN JUAN DISTRICT,MONUMENT VALLEY HIGH,Mathematics,0.10
2015,SAGE,SAN JUAN DISTRICT,MONUMENT VALLEY HIGH,Science,0.15
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,English Language Arts,0.27
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,English Language Arts,0.26
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,English Language Arts,0.36
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,Mathematics,0.36
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,Mathematics,0.27
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,Mathematics,0.41
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,Science,0.38
2015,SAGE,SAN JUAN DISTRICT,SAN JUAN HIGH,Science,0.49
2015,SAGE,SAN JUAN DISTRICT,TSE'BII'NIDZISGAI SCHOOL,Mathematics,0.07
2015,SAGE,SAN JUAN DISTRICT,TSE'BII'NIDZISGAI SCHOOL,Science,0.07
2015,SAGE,SAN JUAN DISTRICT,WHITEHORSE HIGH,English Language Arts,0.06
2015,SAGE,SAN JUAN DISTRICT,WHITEHORSE HIGH,English Language Arts,0.10
2015,SAGE,SAN JUAN DISTRICT,WHITEHORSE HIGH,English Language Arts,0.10
2015,SAGE,SAN JUAN DISTRICT,WHITEHORSE HIGH,Science,0.13
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,English Language Arts,0.44
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,English Language Arts,0.37
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,English Language Arts,0.34
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,Mathematics,0.51
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,Mathematics,0.39
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,Mathematics,0.27
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,Science,0.32
2015,SAGE,SCHOLAR ACADEMY,SCHOLAR ACADEMY,Science,0.53
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,English Language Arts,0.47
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,English Language Arts,0.55
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,English Language Arts,0.48
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,Mathematics,0.64
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,Mathematics,0.54
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,Mathematics,0.57
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,Science,0.56
2015,SAGE,SEVIER DISTRICT,MONROE SCHOOL,Science,0.49
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,English Language Arts,0.17
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,English Language Arts,0.17
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,English Language Arts,0.21
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Mathematics,0.24
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Mathematics,0.24
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Mathematics,0.53
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Science,0.30
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Science,0.51
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,English Language Arts,0.24
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,English Language Arts,0.45
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,English Language Arts,0.33
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Mathematics,0.20
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Mathematics,0.35
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Mathematics,0.15
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Science,0.26
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Science,0.53
2015,SAGE,SEVIER DISTRICT,NORTH SEVIER MIDDLE,Science,0.27
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,English Language Arts,0.73
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,English Language Arts,0.39
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,English Language Arts,0.48
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,Mathematics,0.69
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,Mathematics,0.51
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,Mathematics,0.54
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,Science,0.40
2015,SAGE,SEVIER DISTRICT,PAHVANT SCHOOL,Science,0.49
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,English Language Arts,0.36
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,English Language Arts,0.33
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,English Language Arts,0.33
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Mathematics,0.29
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Mathematics,0.46
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Mathematics,0.40
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Science,0.48
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Science,0.30
2015,SAGE,SEVIER DISTRICT,RED HILLS MIDDLE,Science,0.42
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,English Language Arts,0.32
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,English Language Arts,0.26
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,English Language Arts,0.33
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Mathematics,0.29
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Mathematics,0.37
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Mathematics,0.48
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Science,0.43
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Science,0.26
2015,SAGE,SEVIER DISTRICT,RICHFIELD HIGH,Science,0.29
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,English Language Arts,0.43
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,English Language Arts,0.52
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,English Language Arts,0.42
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,Mathematics,0.60
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,Mathematics,0.57
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,Mathematics,0.47
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,Science,0.27
2015,SAGE,SEVIER DISTRICT,SALINA SCHOOL,Science,0.37
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,English Language Arts,0.39
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,English Language Arts,0.33
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,English Language Arts,0.29
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Mathematics,0.25
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Mathematics,0.23
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Mathematics,0.42
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Science,0.25
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Science,0.38
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER HIGH,Science,0.62
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,English Language Arts,0.38
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,English Language Arts,0.36
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,English Language Arts,0.36
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Mathematics,0.28
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Mathematics,0.50
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Mathematics,0.34
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Science,0.49
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Science,0.46
2015,SAGE,SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Science,0.55
2015,SAGE,SOLDIER HOLLOW CHARTER SCHOOL,SOLDIER HOLLOW CHARTER SCHOOL,English Language Arts,0.30
2015,SAGE,SOLDIER HOLLOW CHARTER SCHOOL,SOLDIER HOLLOW CHARTER SCHOOL,Mathematics,0.40
2015,SAGE,SOLDIER HOLLOW CHARTER SCHOOL,SOLDIER HOLLOW CHARTER SCHOOL,Science,0.48
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,English Language Arts,0.39
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,English Language Arts,0.33
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,English Language Arts,0.46
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Mathematics,0.30
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Mathematics,0.57
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Mathematics,0.59
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Science,0.63
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Science,0.43
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Science,0.66
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,English Language Arts,0.65
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,English Language Arts,0.56
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,English Language Arts,0.49
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Mathematics,0.69
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Mathematics,0.67
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Mathematics,0.59
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Science,0.61
2015,SAGE,SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Science,0.60
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,English Language Arts,0.49
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,English Language Arts,0.45
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,English Language Arts,0.32
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,Mathematics,0.36
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,Mathematics,0.37
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,Mathematics,0.44
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,Science,0.41
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,Science,0.64
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY MIDDLE,English Language Arts,0.38
2015,SAGE,SOUTH SANPETE DISTRICT,GUNNISON VALLEY MIDDLE,English Language Arts,0.48
