year,test,LEA,school,subject,proficiency
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,English Language Arts,0.35
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,English Language Arts,0.60
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,English Language Arts,0.52
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,English Language Arts,0.62
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.63
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.78
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.45
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.60
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.61
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Mathematics,0.62
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Science,0.73
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Science,0.61
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Science,0.64
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Science,0.87
2017,SAGE,EXCELSIOR ACADEMY,EXCELSIOR ACADEMY,Science,0.90
2017,SAGE,FRANKLIN DISCOVERY ACADEMY,FRANKLIN DISCOVERY ACADEMY,English Language Arts,0.37
2017,SAGE,FRANKLIN DISCOVERY ACADEMY,FRANKLIN DISCOVERY ACADEMY,Mathematics,0.32
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.48
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.49
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.37
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.40
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.30
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.35
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.27
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,English Language Arts,0.39
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.48
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.53
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.41
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.43
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.45
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.29
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Mathematics,0.19
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.62
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.42
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.49
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.29
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.45
2017,SAGE,FREEDOM PREPARATORY ACADEMY,FREEDOM PREPARATORY ACADEMY,Science,0.22
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,English Language Arts,0.50
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,English Language Arts,0.27
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,Mathematics,0.63
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,Mathematics,0.34
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,Science,0.53
2017,SAGE,GARFIELD DISTRICT,PANGUITCH SCHOOL,Science,0.46
2017,SAGE,GARFIELD DISTRICT,PANGUITCH HIGH,Science,0.34
2017,SAGE,GARFIELD DISTRICT,PANGUITCH HIGH,Science,0.31
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,English Language Arts,0.36
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,English Language Arts,0.33
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,English Language Arts,0.53
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,English Language Arts,0.23
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,English Language Arts,0.23
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Mathematics,0.33
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Mathematics,0.37
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Mathematics,0.46
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Mathematics,0.12
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Mathematics,0.41
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Science,0.27
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Science,0.47
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Science,0.30
2017,SAGE,GATEWAY PREPARATORY ACADEMY,GATEWAY PREPARATORY ACADEMY,Science,0.33
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,English Language Arts,0.71
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,English Language Arts,0.74
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,English Language Arts,0.83
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,Mathematics,0.26
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,English Language Arts,0.71
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,English Language Arts,0.76
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Mathematics,0.73
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Mathematics,0.82
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Mathematics,0.81
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Mathematics,0.61
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Mathematics,0.81
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Science,0.72
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Science,0.74
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Science,0.86
2017,SAGE,GEORGE WASHINGTON ACADEMY,GEORGE WASHINGTON ACADEMY,Science,0.76
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,English Language Arts,0.46
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,English Language Arts,0.30
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,English Language Arts,0.34
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,English Language Arts,0.31
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Mathematics,0.59
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Mathematics,0.38
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Mathematics,0.33
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Mathematics,0.35
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Science,0.37
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Science,0.48
2017,SAGE,GOOD FOUNDATIONS ACADEMY,GOOD FOUNDATIONS ACADEMY,Science,0.38
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,English Language Arts,0.53
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,English Language Arts,0.39
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,English Language Arts,0.42
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,English Language Arts,0.41
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,English Language Arts,0.43
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,English Language Arts,0.52
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,English Language Arts,0.30
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,English Language Arts,0.51
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Mathematics,0.50
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Mathematics,0.37
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Mathematics,0.38
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Mathematics,0.24
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,Mathematics,0.43
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,Mathematics,0.17
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,Mathematics,0.42
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Science,0.30
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Science,0.46
2017,SAGE,GRAND DISTRICT,HELEN M. KNIGHT SCHOOL,Science,0.48
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,Science,0.35
2017,SAGE,GRAND DISTRICT,GRAND COUNTY MIDDLE,Science,0.53
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,Science,0.43
2017,SAGE,GRAND DISTRICT,GRAND COUNTY HIGH,Science,0.38
2017,SAGE,GRANITE DISTRICT,ACADEMY PARK SCHOOL,English Language Arts,0.13
2017,SAGE,GRANITE DISTRICT,ARCADIA SCHOOL,English Language Arts,0.33
2017,SAGE,GRANITE DISTRICT,THOMAS W. BACCHUS SCHOOL,English Language Arts,0.19
2017,SAGE,GRANITE DISTRICT,JIM BRIDGER SCHOOL,English Language Arts,0.34
2017,SAGE,GRANITE DISTRICT,BENNION SCHOOL,English Language Arts,0.33
2017,SAGE,GRANITE DISTRICT,BEEHIVE SCHOOL,English Language Arts,0.30
2017,SAGE,GRANITE DISTRICT,CARL SANDBURG SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,COPPER HILLS SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,COTTONWOOD SCHOOL,English Language Arts,0.69
2017,SAGE,GRANITE DISTRICT,CRESTVIEW SCHOOL,English Language Arts,0.52
2017,SAGE,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,EASTWOOD SCHOOL,English Language Arts,0.63
2017,SAGE,GRANITE DISTRICT,ROBERT FROST SCHOOL,English Language Arts,0.36
2017,SAGE,GRANITE DISTRICT,FOX HILLS SCHOOL,English Language Arts,0.41
2017,SAGE,GRANITE DISTRICT,GRANGER SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,HILLSIDE SCHOOL,English Language Arts,0.54
2017,SAGE,SEVIER DISTRICT,NORTH SEVIER HIGH,Science,0.25
2017,SAGE,GRANITE DISTRICT,HILLSDALE SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,HUNTER SCHOOL,English Language Arts,0.35
2017,SAGE,GRANITE DISTRICT,HOWARD R. DRIGGS SCHOOL,English Language Arts,0.75
2017,SAGE,GRANITE DISTRICT,JOHN C. FREMONT SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,JAMES E. MOSS SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,LAKE RIDGE SCHOOL,English Language Arts,0.08
2017,SAGE,GRANITE DISTRICT,JACKLING SCHOOL,English Language Arts,0.21
2017,SAGE,GRANITE DISTRICT,LINCOLN SCHOOL,English Language Arts,0.16
2017,SAGE,GRANITE DISTRICT,MAGNA SCHOOL,English Language Arts,0.15
2017,SAGE,GRANITE DISTRICT,MILL CREEK SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,MONROE SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,MORNINGSIDE SCHOOL,English Language Arts,0.52
2017,SAGE,GRANITE DISTRICT,OAKRIDGE SCHOOL,English Language Arts,0.83
2017,SAGE,GRANITE DISTRICT,OAKWOOD SCHOOL,English Language Arts,0.66
2017,SAGE,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,English Language Arts,0.29
2017,SAGE,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,PIONEER SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,English Language Arts,0.35
2017,SAGE,GRANITE DISTRICT,PLYMOUTH SCHOOL,English Language Arts,0.22
2017,SAGE,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,REDWOOD SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,English Language Arts,0.33
2017,SAGE,GRANITE DISTRICT,ROSECREST SCHOOL,English Language Arts,0.52
2017,SAGE,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,English Language Arts,0.46
2017,SAGE,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,English Language Arts,0.70
2017,SAGE,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,English Language Arts,0.39
2017,SAGE,GRANITE DISTRICT,STANSBURY SCHOOL,English Language Arts,0.30
2017,SAGE,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,TWIN PEAKS SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,VISTA SCHOOL,English Language Arts,0.58
2017,SAGE,GRANITE DISTRICT,WESTERN HILLS SCHOOL,English Language Arts,0.27
2017,SAGE,GRANITE DISTRICT,VALLEY CREST SCHOOL,English Language Arts,0.31
2017,SAGE,GRANITE DISTRICT,WEST KEARNS SCHOOL,English Language Arts,0.23
2017,SAGE,GRANITE DISTRICT,WESTBROOK SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,WILLIAM PENN SCHOOL,English Language Arts,0.65
2017,SAGE,GRANITE DISTRICT,WOODROW WILSON SCHOOL,English Language Arts,0.27
2017,SAGE,GRANITE DISTRICT,WOODSTOCK SCHOOL,English Language Arts,0.62
2017,SAGE,GRANITE DISTRICT,WEST VALLEY SCHOOL,English Language Arts,0.20
2017,SAGE,GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,SPRING LANE SCHOOL,English Language Arts,0.50
2017,SAGE,GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,English Language Arts,0.58
2017,SAGE,GRANITE DISTRICT,SILVER HILLS SCHOOL,English Language Arts,0.21
2017,SAGE,GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,English Language Arts,0.38
2017,SAGE,GRANITE DISTRICT,ELK RUN ELEMENTARY,English Language Arts,0.32
2017,SAGE,GRANITE DISTRICT,ELK RUN ELEMENTARY,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,NEIL ARMSTRONG ACADEMY,English Language Arts,0.40
2017,SAGE,GRANITE DISTRICT,SILVER HILLS SCHOOL,English Language Arts,0.08
2017,SAGE,GRANITE DISTRICT,DIAMOND RIDGE SCHOOL,English Language Arts,0.45
2017,SAGE,GRANITE DISTRICT,SPRING LANE SCHOOL,English Language Arts,0.31
2017,SAGE,GRANITE DISTRICT,GEARLD WRIGHT SCHOOL,English Language Arts,0.29
2017,SAGE,GRANITE DISTRICT,WEST VALLEY SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,WOODSTOCK SCHOOL,English Language Arts,0.48
2017,SAGE,GRANITE DISTRICT,WOODROW WILSON SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,WILLIAM PENN SCHOOL,English Language Arts,0.54
2017,SAGE,GRANITE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,WESTBROOK SCHOOL,English Language Arts,0.40
2017,SAGE,GRANITE DISTRICT,WEST KEARNS SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,VALLEY CREST SCHOOL,English Language Arts,0.22
2017,SAGE,GRANITE DISTRICT,WESTERN HILLS SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,VISTA SCHOOL,English Language Arts,0.35
2017,SAGE,GRANITE DISTRICT,TWIN PEAKS SCHOOL,English Language Arts,0.21
2017,SAGE,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,STANSBURY SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,English Language Arts,0.40
2017,SAGE,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,English Language Arts,0.54
2017,SAGE,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,ROSECREST SCHOOL,English Language Arts,0.54
2017,SAGE,GRANITE DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.10
2017,SAGE,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,English Language Arts,0.37
2017,SAGE,GRANITE DISTRICT,REDWOOD SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,PLYMOUTH SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,PIONEER SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,English Language Arts,0.16
2017,SAGE,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,OAKWOOD SCHOOL,English Language Arts,0.47
2017,SAGE,GRANITE DISTRICT,OAKRIDGE SCHOOL,English Language Arts,0.59
2017,SAGE,GRANITE DISTRICT,MORNINGSIDE SCHOOL,English Language Arts,0.59
2017,SAGE,GRANITE DISTRICT,MONROE SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,MILL CREEK SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,MAGNA SCHOOL,English Language Arts,0.10
2017,SAGE,GRANITE DISTRICT,LINCOLN SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,JACKLING SCHOOL,English Language Arts,0.06
2017,SAGE,GRANITE DISTRICT,LAKE RIDGE SCHOOL,English Language Arts,0.13
2017,SAGE,GRANITE DISTRICT,JAMES E. MOSS SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,JOHN C. FREMONT SCHOOL,English Language Arts,0.22
2017,SAGE,GRANITE DISTRICT,HOWARD R. DRIGGS SCHOOL,English Language Arts,0.66
2017,SAGE,GRANITE DISTRICT,HUNTER SCHOOL,English Language Arts,0.20
2017,SAGE,GRANITE DISTRICT,HILLSDALE SCHOOL,English Language Arts,0.10
2017,SAGE,GRANITE DISTRICT,HILLSIDE SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,GRANGER SCHOOL,English Language Arts,0.27
2017,SAGE,GRANITE DISTRICT,FOX HILLS SCHOOL,English Language Arts,0.47
2017,SAGE,GRANITE DISTRICT,ROBERT FROST SCHOOL,English Language Arts,0.23
2017,SAGE,GRANITE DISTRICT,EASTWOOD SCHOOL,English Language Arts,0.67
2017,SAGE,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,CRESTVIEW SCHOOL,English Language Arts,0.64
2017,SAGE,GRANITE DISTRICT,COTTONWOOD SCHOOL,English Language Arts,0.65
2017,SAGE,GRANITE DISTRICT,COPPER HILLS SCHOOL,English Language Arts,0.21
2017,SAGE,GRANITE DISTRICT,CARL SANDBURG SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,BEEHIVE SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,BENNION SCHOOL,English Language Arts,0.33
2017,SAGE,GRANITE DISTRICT,JIM BRIDGER SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,THOMAS W. BACCHUS SCHOOL,English Language Arts,0.10
2017,SAGE,GRANITE DISTRICT,ARCADIA SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,ACADEMY PARK SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,ACADEMY PARK SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,ARCADIA SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,THOMAS W. BACCHUS SCHOOL,English Language Arts,0.23
2017,SAGE,GRANITE DISTRICT,JIM BRIDGER SCHOOL,English Language Arts,0.34
2017,SAGE,GRANITE DISTRICT,BENNION SCHOOL,English Language Arts,0.39
2017,SAGE,GRANITE DISTRICT,BEEHIVE SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,CARL SANDBURG SCHOOL,English Language Arts,0.24
2017,SAGE,GRANITE DISTRICT,COPPER HILLS SCHOOL,English Language Arts,0.30
2017,SAGE,GRANITE DISTRICT,COTTONWOOD SCHOOL,English Language Arts,0.91
2017,SAGE,GRANITE DISTRICT,CRESTVIEW SCHOOL,English Language Arts,0.69
2017,SAGE,GRANITE DISTRICT,DAVID GOURLEY SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,EASTWOOD SCHOOL,English Language Arts,0.70
2017,SAGE,GRANITE DISTRICT,ROBERT FROST SCHOOL,English Language Arts,0.19
2017,SAGE,GRANITE DISTRICT,FOX HILLS SCHOOL,English Language Arts,0.45
2017,SAGE,GRANITE DISTRICT,GRANGER SCHOOL,English Language Arts,0.16
2017,SAGE,GRANITE DISTRICT,HILLSIDE SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,HILLSDALE SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,HUNTER SCHOOL,English Language Arts,0.23
2017,SAGE,GRANITE DISTRICT,HOWARD R. DRIGGS SCHOOL,English Language Arts,0.77
2017,SAGE,GRANITE DISTRICT,JOHN C. FREMONT SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,JAMES E. MOSS SCHOOL,English Language Arts,0.17
2017,SAGE,GRANITE DISTRICT,LAKE RIDGE SCHOOL,English Language Arts,0.31
2017,SAGE,GRANITE DISTRICT,JACKLING SCHOOL,English Language Arts,0.07
2017,SAGE,GRANITE DISTRICT,LINCOLN SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,MAGNA SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,MILL CREEK SCHOOL,English Language Arts,0.20
2017,SAGE,GRANITE DISTRICT,MONROE SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,MORNINGSIDE SCHOOL,English Language Arts,0.60
2017,SAGE,GRANITE DISTRICT,OAKRIDGE SCHOOL,English Language Arts,0.65
2017,SAGE,GRANITE DISTRICT,OAKWOOD SCHOOL,English Language Arts,0.80
2017,SAGE,GRANITE DISTRICT,OQUIRRH HILLS SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,DOUGLAS T. ORCHARD SCHOOL,English Language Arts,0.32
2017,SAGE,GRANITE DISTRICT,PIONEER SCHOOL,English Language Arts,0.08
2017,SAGE,GRANITE DISTRICT,PHILO T. FARNSWORTH SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,PLYMOUTH SCHOOL,English Language Arts,0.28
2017,SAGE,GRANITE DISTRICT,PLEASANT GREEN SCHOOL,English Language Arts,0.25
2017,SAGE,GRANITE DISTRICT,REDWOOD SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,ROLLING MEADOWS SCHOOL,English Language Arts,0.43
2017,SAGE,GRANITE DISTRICT,ROOSEVELT SCHOOL,English Language Arts,0.12
2017,SAGE,GRANITE DISTRICT,ROSECREST SCHOOL,English Language Arts,0.41
2017,SAGE,GRANITE DISTRICT,HARRY S. TRUMAN SCHOOL,English Language Arts,0.39
2017,SAGE,GRANITE DISTRICT,CALVIN S. SMITH SCHOOL,English Language Arts,0.59
2017,SAGE,GRANITE DISTRICT,UPLAND TERRACE SCHOOL,English Language Arts,0.60
2017,SAGE,GRANITE DISTRICT,SOUTH KEARNS SCHOOL,English Language Arts,0.14
2017,SAGE,GRANITE DISTRICT,STANSBURY SCHOOL,English Language Arts,0.11
2017,SAGE,GRANITE DISTRICT,TAYLORSVILLE SCHOOL,English Language Arts,0.30
2017,SAGE,GRANITE DISTRICT,TWIN PEAKS SCHOOL,English Language Arts,0.43
2017,SAGE,GRANITE DISTRICT,VISTA SCHOOL,English Language Arts,0.21
2017,SAGE,GRANITE DISTRICT,WESTERN HILLS SCHOOL,English Language Arts,0.32
2017,SAGE,GRANITE DISTRICT,VALLEY CREST SCHOOL,English Language Arts,0.20
2017,SAGE,GRANITE DISTRICT,WEST KEARNS SCHOOL,English Language Arts,0.26
2017,SAGE,GRANITE DISTRICT,WESTBROOK SCHOOL,English Language Arts,0.32
2017,SAGE,GRANITE DISTRICT,WHITTIER SCHOOL,English Language Arts,0.18
2017,SAGE,GRANITE DISTRICT,WILLIAM PENN SCHOOL,English Language Arts,0.32
