year,test,school,LEA,LEA_ID,subject,proficiency
2021,RISE,Welby School,Jordan District,653,English Language Arts,0.457547
2021,RISE,Welby School,Jordan District,653,Mathematics,0.398104
2021,RISE,Welby School,Jordan District,653,Science,0.45509
2021,RISE,West Hills Middle,Jordan District,653,English Language Arts,0.281907
2021,RISE,West Hills Middle,Jordan District,653,Mathematics,0.263533
2021,RISE,West Hills Middle,Jordan District,653,Science,0.335645
2021,RISE,West Hills Middle,Jordan District,653,English Language Arts,0.403794
2021,RISE,West Hills Middle,Jordan District,653,Mathematics,0.276923
2021,RISE,West Hills Middle,Jordan District,653,Science,0.39314
2021,RISE,West Jordan High,Jordan District,653,English Language Arts,0.37561
2021,RISE,West Jordan High,Jordan District,653,Mathematics,0.131222
2021,RISE,West Jordan High,Jordan District,653,Science,0.26009
2021,RISE,West Jordan Middle,Jordan District,653,English Language Arts,0.296417
2021,RISE,West Jordan Middle,Jordan District,653,Mathematics,0.227194
2021,RISE,West Jordan Middle,Jordan District,653,Science,0.291032
2021,RISE,West Jordan Middle,Jordan District,653,English Language Arts,0.324818
2021,RISE,West Jordan Middle,Jordan District,653,Mathematics,0.176471
2021,RISE,West Jordan Middle,Jordan District,653,Science,0.287234
2021,RISE,West Jordan School,Jordan District,653,English Language Arts,0.271552
2021,RISE,West Jordan School,Jordan District,653,Mathematics,0.273913
2021,RISE,West Jordan School,Jordan District,653,Science,0.313609
2021,RISE,Westland School,Jordan District,653,English Language Arts,0.547619
2021,RISE,Westland School,Jordan District,653,Mathematics,0.549801
2021,RISE,Westland School,Jordan District,653,Science,0.593583
2021,RISE,Westvale School,Jordan District,653,English Language Arts,0.336066
2021,RISE,Westvale School,Jordan District,653,Mathematics,0.3361
2021,RISE,Westvale School,Jordan District,653,Science,0.377049
2021,RISE,Juab High,Juab District,765,English Language Arts,0.421829
2021,RISE,Juab High,Juab District,765,Mathematics,0.382911
2021,RISE,Juab High,Juab District,765,Science,0.340176
2021,RISE,Juab Jr High,Juab District,765,English Language Arts,0.351911
2021,RISE,Juab Jr High,Juab District,765,Mathematics,0.263823
2021,RISE,Juab Jr High,Juab District,765,Science,0.324324
2021,RISE,Mona School,Juab District,765,English Language Arts,0.39726
2021,RISE,Mona School,Juab District,765,Mathematics,0.537415
2021,RISE,Mona School,Juab District,765,Science,0.529412
2021,RISE,Nebo View School,Juab District,765,English Language Arts,0.406452
2021,RISE,Nebo View School,Juab District,765,Mathematics,0.435065
2021,RISE,Nebo View School,Juab District,765,Science,0.505155
2021,RISE,Red Cliff School,Juab District,765,English Language Arts,0.348315
2021,RISE,Red Cliff School,Juab District,765,Mathematics,0.400749
2021,RISE,Red Cliff School,Juab District,765,Science,0.417647
2021,RISE,Kanab High,Kane District,772,English Language Arts,0.422535
2021,RISE,Kanab High,Kane District,772,Mathematics,0.366906
2021,RISE,Kanab High,Kane District,772,Science,0.24
2021,RISE,Kanab Middle,Kane District,772,English Language Arts,0.483444
2021,RISE,Kanab Middle,Kane District,772,Mathematics,0.553333
2021,RISE,Kanab Middle,Kane District,772,Science,0.5
2021,RISE,Kanab School,Kane District,772,English Language Arts,0.529412
2021,RISE,Kanab School,Kane District,772,Mathematics,0.514706
2021,RISE,Kanab School,Kane District,772,Science,0.567961
2021,RISE,Valley High,Kane District,772,English Language Arts,0.5
2021,RISE,Valley High,Kane District,772,Mathematics,0.581395
2021,RISE,Valley High,Kane District,772,Science,0.386364
2021,RISE,Valley High,Kane District,772,English Language Arts,0.627907
2021,RISE,Valley High,Kane District,772,Science,0.545455
2021,RISE,Valley School,Kane District,772,English Language Arts,0.409639
2021,RISE,Valley School,Kane District,772,Mathematics,0.53012
2021,RISE,Valley School,Kane District,772,Science,0.476923
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,English Language Arts,0.578035
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,Mathematics,0.343066
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,Science,0.50289
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,English Language Arts,0.794286
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,Mathematics,0.697674
2021,RISE,Karl G. Maeser Preparatory Academy,Karl G. Maeser Preparatory Academy,185835,Science,0.60221
2021,RISE,Lakeview Academy,Lakeview Academy,185702,English Language Arts,0.443182
2021,RISE,Lakeview Academy,Lakeview Academy,185702,Mathematics,0.431559
2021,RISE,Lakeview Academy,Lakeview Academy,185702,Science,0.540724
2021,RISE,Lakeview Academy,Lakeview Academy,185702,English Language Arts,0.474576
2021,RISE,Lakeview Academy,Lakeview Academy,185702,Mathematics,0.375
2021,RISE,Lakeview Academy,Lakeview Academy,185702,Science,0.457627
2021,RISE,Leadership Academy of Utah,Leadership Academy of Utah,186459,English Language Arts,0.525424
2021,RISE,Leadership Academy of Utah,Leadership Academy of Utah,186459,Science,0.493671
2021,RISE,Leadership Academy of Utah,Leadership Academy of Utah,186459,English Language Arts,0.77551
2021,RISE,Leadership Academy of Utah,Leadership Academy of Utah,186459,Mathematics,0.244444
2021,RISE,Leadership Academy of Utah,Leadership Academy of Utah,186459,Science,0.5
2021,RISE,Leadership Learning Academy,Leadership Learning Academy,186300,English Language Arts,0.396825
2021,RISE,Leadership Learning Academy,Leadership Learning Academy,186300,Mathematics,0.311024
2021,RISE,Leadership Learning Academy,Leadership Learning Academy,186300,Science,0.33908
2021,RISE,Leadership Learning Academy - Ogden,Leadership Learning Academy,186300,English Language Arts,0.0923077
2021,RISE,Leadership Learning Academy - Ogden,Leadership Learning Academy,186300,Science,0.113636
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,English Language Arts,0.447842
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,Mathematics,0.39011
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,Science,0.509761
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,English Language Arts,0.58209
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,Mathematics,0.491803
2021,RISE,Legacy Preparatory Academy,Legacy Preparatory Academy,185694,Science,0.478261
2021,RISE,Lincoln Academy,Lincoln Academy,165609,English Language Arts,0.59387
2021,RISE,Lincoln Academy,Lincoln Academy,165609,Mathematics,0.549323
2021,RISE,Lincoln Academy,Lincoln Academy,165609,Science,0.601293
2021,RISE,Lincoln Academy,Lincoln Academy,165609,English Language Arts,0.60274
2021,RISE,Lincoln Academy,Lincoln Academy,165609,Mathematics,0.285714
2021,RISE,Lincoln Academy,Lincoln Academy,165609,Science,0.5
2021,RISE,Adams School,Logan City District,1261,English Language Arts,0.585586
2021,RISE,Adams School,Logan City District,1261,Mathematics,0.603604
2021,RISE,Adams School,Logan City District,1261,Science,0.636364
2021,RISE,Bridger School,Logan City District,1261,English Language Arts,0.311005
2021,RISE,Bridger School,Logan City District,1261,Mathematics,0.206731
2021,RISE,Bridger School,Logan City District,1261,Science,0.263158
2021,RISE,Ellis School,Logan City District,1261,English Language Arts,0.348214
2021,RISE,Ellis School,Logan City District,1261,Mathematics,0.459459
2021,RISE,Ellis School,Logan City District,1261,Science,0.384615
2021,RISE,Hillcrest School,Logan City District,1261,English Language Arts,0.406417
2021,RISE,Hillcrest School,Logan City District,1261,Mathematics,0.467742
2021,RISE,Hillcrest School,Logan City District,1261,Science,0.492188
2021,RISE,Logan High,Logan City District,1261,English Language Arts,0.435593
2021,RISE,Logan High,Logan City District,1261,Mathematics,0.273356
2021,RISE,Logan High,Logan City District,1261,Science,0.309637
2021,RISE,Mount Logan Middle,Logan City District,1261,English Language Arts,0.393756
2021,RISE,Mount Logan Middle,Logan City District,1261,Mathematics,0.310718
2021,RISE,Mount Logan Middle,Logan City District,1261,Science,0.460041
2021,RISE,Wilson School,Logan City District,1261,English Language Arts,0.382883
2021,RISE,Wilson School,Logan City District,1261,Mathematics,0.441964
2021,RISE,Wilson School,Logan City District,1261,Science,0.5
2021,RISE,Woodruff School,Logan City District,1261,English Language Arts,0.446886
2021,RISE,Woodruff School,Logan City District,1261,Mathematics,0.385185
2021,RISE,Woodruff School,Logan City District,1261,Science,0.340541
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,English Language Arts,0.378049
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,Mathematics,0.221519
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,Science,0.347826
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,English Language Arts,0.515625
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,Mathematics,0.333333
2021,RISE,Lumen Scholar Institute,Lumen Scholar Institute,186385,Science,0.403226
2021,RISE,Mana Academy Charter School,Mana Academy Charter School,186302,English Language Arts,0.163399
2021,RISE,Mana Academy Charter School,Mana Academy Charter School,186302,Mathematics,0.13245
2021,RISE,Mana Academy Charter School,Mana Academy Charter School,186302,Science,0.20155
2021,RISE,Maria Montessori Academy,Maria Montessori Academy,186154,English Language Arts,0.242236
2021,RISE,Maria Montessori Academy,Maria Montessori Academy,186154,Mathematics,0.0822785
2021,RISE,Maria Montessori Academy,Maria Montessori Academy,186154,Science,0.330882
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,English Language Arts,0.358491
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,Mathematics,0.161905
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,Science,0.345133
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,English Language Arts,0.415094
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,Mathematics,0.268817
2021,RISE,Merit College Preparatory Academy,Merit College Preparatory Academy,185870,Science,0.361111
2021,RISE,Delta High,Millard District,783,English Language Arts,0.428571
2021,RISE,Delta High,Millard District,783,Mathematics,0.300412
2021,RISE,Delta High,Millard District,783,Science,0.260504
2021,RISE,Delta Middle,Millard District,783,English Language Arts,0.48285
2021,RISE,Delta Middle,Millard District,783,Mathematics,0.458886
2021,RISE,Delta Middle,Millard District,783,Science,0.535809
2021,RISE,Delta North School,Millard District,783,English Language Arts,0.430693
2021,RISE,Delta North School,Millard District,783,Mathematics,0.591584
2021,RISE,Delta North School,Millard District,783,Science,0.547703
2021,RISE,Fillmore Middle,Millard District,783,English Language Arts,0.424779
2021,RISE,Fillmore Middle,Millard District,783,Mathematics,0.5
2021,RISE,Fillmore Middle,Millard District,783,Science,0.563422
2021,RISE,Fillmore School,Millard District,783,English Language Arts,0.465753
2021,RISE,Fillmore School,Millard District,783,Mathematics,0.458904
2021,RISE,Fillmore School,Millard District,783,Science,0.529412
2021,RISE,Millard High,Millard District,783,English Language Arts,0.446154
2021,RISE,Millard High,Millard District,783,Mathematics,0.288557
2021,RISE,Millard High,Millard District,783,Science,0.315
2021,RISE,Moab Charter School,Moab Charter School,135602,English Language Arts,0.215686
2021,RISE,Moab Charter School,Moab Charter School,135602,Mathematics,0.235294
2021,RISE,Moab Charter School,Moab Charter School,135602,Science,0.25
2021,RISE,Monticello Academy,Monticello Academy,185798,English Language Arts,0.270073
2021,RISE,Monticello Academy,Monticello Academy,185798,Mathematics,0.347932
2021,RISE,Monticello Academy,Monticello Academy,185798,Science,0.316568
2021,RISE,Monticello Academy West Point,Monticello Academy,185798,English Language Arts,0.4
2021,RISE,Monticello Academy West Point,Monticello Academy,185798,Mathematics,0.362319
2021,RISE,Monticello Academy West Point,Monticello Academy,185798,Science,0.375
2021,RISE,Morgan High,Morgan District,795,English Language Arts,0.516717
2021,RISE,Morgan High,Morgan District,795,Mathematics,0.321212
2021,RISE,Morgan High,Morgan District,795,Science,0.464072
2021,RISE,Morgan Middle,Morgan District,795,English Language Arts,0.465209
2021,RISE,Morgan Middle,Morgan District,795,Mathematics,0.373757
2021,RISE,Morgan Middle,Morgan District,795,Science,0.516899
2021,RISE,Morgan School,Morgan District,795,English Language Arts,0.393519
2021,RISE,Morgan School,Morgan District,795,Mathematics,0.611111
2021,RISE,Morgan School,Morgan District,795,Science,0.444444
2021,RISE,Mountain Green Middle,Morgan District,795,English Language Arts,0.539715
2021,RISE,Mountain Green Middle,Morgan District,795,Mathematics,0.570552
2021,RISE,Mountain Green Middle,Morgan District,795,Science,0.665979
2021,RISE,Mountain Green School,Morgan District,795,English Language Arts,0.621739
2021,RISE,Mountain Green School,Morgan District,795,Mathematics,0.713043
2021,RISE,Mountain Green School,Morgan District,795,Science,0.592593
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,English Language Arts,0.454106
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,Mathematics,0.29798
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,Science,0.497537
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,English Language Arts,0.538793
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,Mathematics,0.260274
2021,RISE,Mountain Heights Academy,Mountain Heights Academy,186113,Science,0.448819
2021,RISE,Mountain Sunrise Academy,Mountain Sunrise Academy,186581,English Language Arts,0.335526
2021,RISE,Mountain Sunrise Academy,Mountain Sunrise Academy,186581,Mathematics,0.246667
2021,RISE,Mountain Sunrise Academy,Mountain Sunrise Academy,186581,Science,0.375
2021,RISE,Mountain View Montessori,Mountain View Montessori,186346,English Language Arts,0.356322
2021,RISE,Mountain View Montessori,Mountain View Montessori,186346,Mathematics,0.229885
2021,RISE,Mountain View Montessori,Mountain View Montessori,186346,Science,0.308824
2021,RISE,Mountain West Montessori Academy,Mountain West Montessori Academy,186355,English Language Arts,0.323276
2021,RISE,Mountain West Montessori Academy,Mountain West Montessori Academy,186355,Mathematics,0.278261
2021,RISE,Mountain West Montessori Academy,Mountain West Montessori Academy,186355,Science,0.327778
2021,RISE,Mountainville Academy,Mountainville Academy,185688,English Language Arts,0.501493
2021,RISE,Mountainville Academy,Mountainville Academy,185688,Mathematics,0.474627
2021,RISE,Mountainville Academy,Mountainville Academy,185688,Science,0.543478
2021,RISE,Grant School,Murray District,1275,English Language Arts,0.433862
2021,RISE,Grant School,Murray District,1275,Mathematics,0.502674
2021,RISE,Grant School,Murray District,1275,Science,0.46
2021,RISE,Hillcrest Jr High,Murray District,1275,English Language Arts,0.31524
2021,RISE,Hillcrest Jr High,Murray District,1275,Mathematics,0.248408
2021,RISE,Hillcrest Jr High,Murray District,1275,Science,0.361169
2021,RISE,Hillcrest Jr High,Murray District,1275,English Language Arts,0.372449
2021,RISE,Hillcrest Jr High,Murray District,1275,Mathematics,0.197802
2021,RISE,Hillcrest Jr High,Murray District,1275,Science,0.27451
2021,RISE,Horizon School,Murray District,1275,English Language Arts,0.479784
2021,RISE,Horizon School,Murray District,1275,Mathematics,0.371968
2021,RISE,Horizon School,Murray District,1275,Science,0.525547
2021,RISE,Liberty School,Murray District,1275,English Language Arts,0.417582
2021,RISE,Liberty School,Murray District,1275,Mathematics,0.4
2021,RISE,Liberty School,Murray District,1275,Science,0.419118
2021,RISE,Longview School,Murray District,1275,English Language Arts,0.426606
2021,RISE,Longview School,Murray District,1275,Mathematics,0.410138
2021,RISE,Longview School,Murray District,1275,Science,0.426829
2021,RISE,Mcmillan School,Murray District,1275,English Language Arts,0.604811
2021,RISE,Mcmillan School,Murray District,1275,Mathematics,0.529412
2021,RISE,Mcmillan School,Murray District,1275,Science,0.633484
2021,RISE,Murray High,Murray District,1275,English Language Arts,0.4791
2021,RISE,Murray High,Murray District,1275,Mathematics,0.321101
2021,RISE,Murray High,Murray District,1275,Science,0.431138
2021,RISE,Parkside School,Murray District,1275,English Language Arts,0.265487
2021,RISE,Parkside School,Murray District,1275,Mathematics,0.129464
2021,RISE,Parkside School,Murray District,1275,Science,0.223529
2021,RISE,Riverview Jr High,Murray District,1275,English Language Arts,0.482574
2021,RISE,Riverview Jr High,Murray District,1275,Mathematics,0.48895
2021,RISE,Riverview Jr High,Murray District,1275,Science,0.517241
2021,RISE,Riverview Jr High,Murray District,1275,English Language Arts,0.5
2021,RISE,Riverview Jr High,Murray District,1275,Mathematics,0.49697
2021,RISE,Riverview Jr High,Murray District,1275,Science,0.436782
2021,RISE,Viewmont School,Murray District,1275,English Language Arts,0.425197
2021,RISE,Viewmont School,Murray District,1275,Mathematics,0.425197
2021,RISE,Viewmont School,Murray District,1275,Science,0.462766
2021,RISE,Navigator Pointe Academy,Navigator Pointe Academy,170609,English Language Arts,0.5
2021,RISE,Navigator Pointe Academy,Navigator Pointe Academy,170609,Mathematics,0.40367
2021,RISE,Navigator Pointe Academy,Navigator Pointe Academy,170609,Science,0.556886
2021,RISE,Apple Valley School,Nebo District,800,English Language Arts,0.257246
2021,RISE,Apple Valley School,Nebo District,800,Mathematics,0.269091
2021,RISE,Apple Valley School,Nebo District,800,Science,0.367021
2021,RISE,Art City School,Nebo District,800,English Language Arts,0.44358
2021,RISE,Art City School,Nebo District,800,Mathematics,0.449612
2021,RISE,Art City School,Nebo District,800,Science,0.60199
2021,RISE,Barnett School,Nebo District,800,English Language Arts,0.23125
2021,RISE,Barnett School,Nebo District,800,Mathematics,0.291139
2021,RISE,Barnett School,Nebo District,800,Science,0.275229
2021,RISE,Brockbank School,Nebo District,800,English Language Arts,0.398089
2021,RISE,Brockbank School,Nebo District,800,Mathematics,0.286624
2021,RISE,Brockbank School,Nebo District,800,Science,0.439462
2021,RISE,Brookside School,Nebo District,800,English Language Arts,0.372549
2021,RISE,Brookside School,Nebo District,800,Mathematics,0.405512
2021,RISE,Brookside School,Nebo District,800,Science,0.431472
2021,RISE,Canyon School,Nebo District,800,English Language Arts,0.450479
2021,RISE,Canyon School,Nebo District,800,Mathematics,0.364217
2021,RISE,Canyon School,Nebo District,800,Science,0.47479
2021,RISE,Cherry Creek School,Nebo District,800,English Language Arts,0.424
2021,RISE,Cherry Creek School,Nebo District,800,Mathematics,0.410359
2021,RISE,Cherry Creek School,Nebo District,800,Science,0.403315
2021,RISE,Diamond Fork Junior High,Nebo District,800,English Language Arts,0.386805
2021,RISE,Diamond Fork Junior High,Nebo District,800,Mathematics,0.306283
2021,RISE,Diamond Fork Junior High,Nebo District,800,Science,0.419817
2021,RISE,Diamond Fork Junior High,Nebo District,800,English Language Arts,0.408451
2021,RISE,Diamond Fork Junior High,Nebo District,800,Mathematics,0.451524
2021,RISE,Diamond Fork Junior High,Nebo District,800,Science,0.299435
2021,RISE,East Meadows School,Nebo District,800,English Language Arts,0.540052
2021,RISE,East Meadows School,Nebo District,800,Mathematics,0.536269
2021,RISE,East Meadows School,Nebo District,800,Science,0.603333
2021,RISE,Foothills School,Nebo District,800,English Language Arts,0.458333
2021,RISE,Foothills School,Nebo District,800,Mathematics,0.489637
2021,RISE,Foothills School,Nebo District,800,Science,0.449438
2021,RISE,Goshen School,Nebo District,800,English Language Arts,0.362832
2021,RISE,Goshen School,Nebo District,800,Mathematics,0.342342
2021,RISE,Goshen School,Nebo District,800,Science,0.395062
2021,RISE,Hobble Creek School,Nebo District,800,English Language Arts,0.487738
2021,RISE,Hobble Creek School,Nebo District,800,Mathematics,0.532609
2021,RISE,Hobble Creek School,Nebo District,800,Science,0.438944
2021,RISE,Larsen School,Nebo District,800,English Language Arts,0.312292
2021,RISE,Larsen School,Nebo District,800,Mathematics,0.31
2021,RISE,Larsen School,Nebo District,800,Science,0.356522
2021,RISE,Maple Mountain High,Nebo District,800,English Language Arts,0.557851
2021,RISE,Maple Mountain High,Nebo District,800,Mathematics,0.360465
2021,RISE,Maple Mountain High,Nebo District,800,Science,0.4375
2021,RISE,Maple Ridge School,Nebo District,800,English Language Arts,0.591281
2021,RISE,Maple Ridge School,Nebo District,800,Mathematics,0.653951
2021,RISE,Maple Ridge School,Nebo District,800,Science,0.606061
2021,RISE,Mapleton Junior High,Nebo District,800,English Language Arts,0.435897
2021,RISE,Mapleton Junior High,Nebo District,800,Mathematics,0.435724
2021,RISE,Mapleton Junior High,Nebo District,800,Science,0.488771
2021,RISE,Mapleton Junior High,Nebo District,800,English Language Arts,0.486486
2021,RISE,Mapleton Junior High,Nebo District,800,Mathematics,0.401535
2021,RISE,Mapleton Junior High,Nebo District,800,Science,0.369272
2021,RISE,Mapleton School,Nebo District,800,English Language Arts,0.443396
2021,RISE,Mapleton School,Nebo District,800,Mathematics,0.475294
2021,RISE,Mapleton School,Nebo District,800,Science,0.521472
2021,RISE,Meadow Brook School,Nebo District,800,English Language Arts,0.320665
2021,RISE,Meadow Brook School,Nebo District,800,Mathematics,0.315166
2021,RISE,Meadow Brook School,Nebo District,800,Science,0.459016
2021,RISE,Mt. Loafer School,Nebo District,800,English Language Arts,0.428986
2021,RISE,Mt. Loafer School,Nebo District,800,Mathematics,0.515942
2021,RISE,Mt. Loafer School,Nebo District,800,Science,0.481481
2021,RISE,Mt. Nebo Middle ,Nebo District,800,English Language Arts,0.2572
2021,RISE,Mt. Nebo Middle ,Nebo District,800,Mathematics,0.27381
2021,RISE,Mt. Nebo Middle ,Nebo District,800,Science,0.410307
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,English Language Arts,0.432
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,Mathematics,0.260504
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,Science,0.471545
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,English Language Arts,0.584071
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,Mathematics,0.279412
2021,RISE,Nebo Advanced Learning Center,Nebo District,800,Science,0.309645
2021,RISE,Orchard Hills School,Nebo District,800,English Language Arts,0.364055
2021,RISE,Orchard Hills School,Nebo District,800,Mathematics,0.463303
2021,RISE,Orchard Hills School,Nebo District,800,Science,0.452703
2021,RISE,Park School,Nebo District,800,English Language Arts,0.278761
2021,RISE,Park School,Nebo District,800,Mathematics,0.361607
2021,RISE,Park School,Nebo District,800,Science,0.299401
2021,RISE,Park View School,Nebo District,800,English Language Arts,0.385965
2021,RISE,Park View School,Nebo District,800,Mathematics,0.343023
2021,RISE,Park View School,Nebo District,800,Science,0.427273
2021,RISE,Payson High,Nebo District,800,English Language Arts,0.358811
2021,RISE,Payson High,Nebo District,800,Mathematics,0.155319
2021,RISE,Payson High,Nebo District,800,Science,0.285106
2021,RISE,Payson Jr High,Nebo District,800,English Language Arts,0.267857
2021,RISE,Payson Jr High,Nebo District,800,Mathematics,0.212302
2021,RISE,Payson Jr High,Nebo District,800,Science,0.355289
2021,RISE,Payson Jr High,Nebo District,800,English Language Arts,0.295045
2021,RISE,Payson Jr High,Nebo District,800,Mathematics,0.238202
2021,RISE,Payson Jr High,Nebo District,800,Science,0.267943
2021,RISE,Rees School,Nebo District,800,English Language Arts,0.338983
2021,RISE,Rees School,Nebo District,800,Mathematics,0.45993
2021,RISE,Rees School,Nebo District,800,Science,0.373391
2021,RISE,Riverview School,Nebo District,800,English Language Arts,0.427313
2021,RISE,Riverview School,Nebo District,800,Mathematics,0.44469
2021,RISE,Riverview School,Nebo District,800,Science,0.452247
2021,RISE,Sage Creek School,Nebo District,800,English Language Arts,0.506562
2021,RISE,Sage Creek School,Nebo District,800,Mathematics,0.536842
2021,RISE,Sage Creek School,Nebo District,800,Science,0.558304
2021,RISE,Salem Hills High,Nebo District,800,English Language Arts,0.491049
2021,RISE,Salem Hills High,Nebo District,800,Mathematics,0.279188
2021,RISE,Salem Hills High,Nebo District,800,Science,0.24282
2021,RISE,Salem Junior High,Nebo District,800,English Language Arts,0.415584
2021,RISE,Salem Junior High,Nebo District,800,Mathematics,0.308534
2021,RISE,Salem Junior High,Nebo District,800,Science,0.43326
2021,RISE,Salem Junior High,Nebo District,800,English Language Arts,0.502347
2021,RISE,Salem Junior High,Nebo District,800,Mathematics,0.449309
2021,RISE,Salem Junior High,Nebo District,800,Science,0.36643
2021,RISE,Salem School,Nebo District,800,English Language Arts,0.429864
2021,RISE,Salem School,Nebo District,800,Mathematics,0.411765
2021,RISE,Salem School,Nebo District,800,Science,0.416667
2021,RISE,Santaquin School,Nebo District,800,English Language Arts,0.342342
2021,RISE,Santaquin School,Nebo District,800,Mathematics,0.375566
2021,RISE,Santaquin School,Nebo District,800,Science,0.414474
2021,RISE,Sierra Bonita Elementary,Nebo District,800,English Language Arts,0.473684
2021,RISE,Sierra Bonita Elementary,Nebo District,800,Mathematics,0.561674
2021,RISE,Sierra Bonita Elementary,Nebo District,800,Science,0.553571
2021,RISE,Spanish Fork High,Nebo District,800,English Language Arts,0.472081
2021,RISE,Spanish Fork High,Nebo District,800,Mathematics,0.31358
2021,RISE,Spanish Fork High,Nebo District,800,Science,0.258974
2021,RISE,Spanish Fork Jr High,Nebo District,800,English Language Arts,0.39719
2021,RISE,Spanish Fork Jr High,Nebo District,800,Mathematics,0.375
2021,RISE,Spanish Fork Jr High,Nebo District,800,Science,0.489144
2021,RISE,Spanish Fork Jr High,Nebo District,800,English Language Arts,0.473118
2021,RISE,Spanish Fork Jr High,Nebo District,800,Mathematics,0.398374
2021,RISE,Spanish Fork Jr High,Nebo District,800,Science,0.443213
2021,RISE,Spanish Oaks School,Nebo District,800,English Language Arts,0.342657
2021,RISE,Spanish Oaks School,Nebo District,800,Mathematics,0.470175
2021,RISE,Spanish Oaks School,Nebo District,800,Science,0.455357
2021,RISE,Spring Lake School,Nebo District,800,English Language Arts,0.425676
2021,RISE,Spring Lake School,Nebo District,800,Mathematics,0.442568
2021,RISE,Spring Lake School,Nebo District,800,Science,0.441748
2021,RISE,Springville High,Nebo District,800,English Language Arts,0.557423
2021,RISE,Springville High,Nebo District,800,Mathematics,0.400552
2021,RISE,Springville High,Nebo District,800,Science,0.357771
2021,RISE,Springville Jr High,Nebo District,800,English Language Arts,0.415197
2021,RISE,Springville Jr High,Nebo District,800,Mathematics,0.392371
2021,RISE,Springville Jr High,Nebo District,800,Science,0.466667
2021,RISE,Springville Jr High,Nebo District,800,English Language Arts,0.465318
2021,RISE,Springville Jr High,Nebo District,800,Mathematics,0.346369
2021,RISE,Springville Jr High,Nebo District,800,Science,0.359195
2021,RISE,Taylor School,Nebo District,800,English Language Arts,0.335
2021,RISE,Taylor School,Nebo District,800,Mathematics,0.442786
2021,RISE,Taylor School,Nebo District,800,Science,0.34058
2021,RISE,Valley View Middle,Nebo District,800,English Language Arts,0.367913
2021,RISE,Valley View Middle,Nebo District,800,Mathematics,0.361077
2021,RISE,Valley View Middle,Nebo District,800,Science,0.495716
2021,RISE,Westside School,Nebo District,800,English Language Arts,0.368132
2021,RISE,Westside School,Nebo District,800,Mathematics,0.354396
2021,RISE,Westside School,Nebo District,800,Science,0.460432
2021,RISE,Wilson School,Nebo District,800,English Language Arts,0.333333
2021,RISE,Wilson School,Nebo District,800,Mathematics,0.391892
2021,RISE,Wilson School,Nebo District,800,Science,0.216981
2021,RISE,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,125576,English Language Arts,0.767123
2021,RISE,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,125576,Mathematics,0.654206
2021,RISE,No. UT. Acad. for Math Engineering & Science,No. UT. Acad. for Math Engineering & Science,125576,Science,0.644144
2021,RISE,No. UT. Acad. of Math Engineering & Science Ogden,No. UT. Acad. for Math Engineering & Science,125576,English Language Arts,0.701613
2021,RISE,No. UT. Acad. of Math Engineering & Science Ogden,No. UT. Acad. for Math Engineering & Science,125576,Mathematics,0.452991
2021,RISE,No. UT. Acad. of Math Engineering & Science Ogden,No. UT. Acad. for Math Engineering & Science,125576,Science,0.540984
2021,RISE,Noah Webster Academy,Noah Webster Academy,185686,English Language Arts,0.379845
