LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400
San Juan District,San Juan District,2018.0,,1141588.1,,1164885.8299999998,,1161973.61,,,1924245.76,,,,,,,,,79564.54,81188.31,80985.34,134112.93,,,,,,,,,,,,,,,,525755.28,,,,63774.16,,,147417.06,,,82767.87,,,,,,,,,,,,,498.0,,,303970.21,27050.0,,,,,,,,1344771.83,,,,7874408.96,,3445554.04,1122972.44,198660.0,2905480.4200000004,,,,,,,,,,2176180.04,,,,,,,,,,,,1473958.82,,,2157786.95,,,,,,,,,,,,,18571.77,,,,,,2504912.91,,,,,,,,,,,,,308836.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637338.52,,,,,,,,,,,,,,,,,,45237.14,,,,,,,466985.8,-466985.8,,,,,,,,,
San Juan District,San Juan District,2019.0,,1157917.1600000001,40686.01,1112045.29,39074.2,1162087.33,40832.54,,2036762.06,,,,,,,,,82630.08,79356.62,82927.67000000001,140411.6,,,,,,,278889.08999999997,,,,,,,,,956928.82,,,,,69425.67,,,,,,,,,,,,,,,,,,,,,,64910.3,,,,,,,,1864824.92,,,,7908743.500000001,,3703577.67,1146494.81,203700.0,3205413.8400000003,,,,,,,,,,2671516.21,,,,,,,,,,,,1540811.39,,,126007.74,,,,,,,,,,,,,648698.03,,,,,,2796237.67,,,,,,,,,,,,,149594.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099223.82,,,,,,,,,,,,,,,,,,64751.53,,,,,,,524445.0599999999,-524445.06,,,,,,,,,
San Juan District,San Juan District,2020.0,,1197607.42,72079.44,1153625.46,69432.3,1351904.81,81365.98,,1876083.44,112914.32,,,,,,,,88101.09,84865.58,99451.87,138012.69,,,,,,,,,,,,,,,,728956.17,,,,58355.71,,,,,,,,,,,,,,,,,154250.02,,,,,283287.85,312636.5,,,,239545.0,,,,964658.56,,,,8186100.94,,3784375.64,1259945.01,211920.0,3369719.01,,,,,,,,,,2436015.95,,,,,,,,,,,,1772232.82,,,1205497.44,,,,,,,,,,,,,1055022.48,,,,,,2991155.05,,,,,,,,,,,,,384690.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181583.96,,,,,,,,,,,,,,,,,,,,,,,,,5934180.15,-5934180.15,,,,,,,,,
San Juan District,San Juan District,2021.0,,1223622.98,86939.04,1202577.86,85443.78,1623014.8599999999,115776.32,,1691125.12,120155.32,,,,,,,,79446.27,78079.87,105798.21999999999,109799.83,,,,,,,,,,,,,,,,159905.77999999997,,,,35232.34,,,32472.12,,,,73147.14,,,,,,240.0,,173858.77,,91927.51,,,,,316513.06,480313.79000000004,,,,239362.0,,,,342265.19,,,371928.71,8129160.68,,4193635.29,1356813.0,,3370883.85,,,,,,,,,,3176821.0799999996,,,,,,,,,,,,2246439.3899999997,,,1265604.8599999999,,,,,,,,,,,,,1100112.1900000002,,,,,,3424737.98,,,,,,,,,,,,,661170.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920203.8200000001,,,,,,,,,,,,,,,,,,54979.06,,,,,,,472639.9,-472639.9,,,,,,,,42911.0,
San Juan District,Whitehorse High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80183.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan District,Whitehorse High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12588.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scholar Academy,Scholar Academy,2016.0,,137864.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74354.53,,2936.18,,,,,4493.47,,,,,,,,,,,,,5986.89,,,,1330.0,,,,,,,,1465.3500000000001,,,,1381970.0,,,51549.0,,,120573.0,10290.0,,4009.0,3258.0,,,,,,,,2091.0,,,,,,,139140.0,,,,6595.0,,,15441.0,,,,,,,,,,,,,35103.0,,,,,,,,,,,57069.0,,,,,,,,,,,,,,,,,,1850.0,778785.84,,,52500.0,,,,,36704.0,,,,,,,1104.0,,16165.0,,,1281.0,,,,,,33519.0,,4207.0,110266.0,,,,,,,,,,,,,,,,,,,,,,
Scholar Academy,Scholar Academy,2017.0,,162148.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.12,,,76680.77000000002,732.0,9954.98,,,,,,,,,,,,,,,,,,6312.01,,,400.0,6145.0,,,,,,,,822.8199999999999,,,,1456707.05,,,67468.84,,,147606.71,6368.0,,2259.0,3975.17,2320.0,,,,,,,2201.98,,,,,,,151811.72,,,,20098.0,,,5322.16,,,,,,,,,,,,,37535.0,,,,,,,,,,,61326.0,,,15297.02,,,,,,,,,,,,,,,,938401.56,,,55000.0,,,,,41638.56,,,,,,,1213.61,,16716.92,,,737.28,,,,,,,,5179.2,137904.51,,,,5639.15,,,,,,,,,,,,,,,,,,
Scholar Academy,Scholar Academy,2018.0,,297025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892.72,,,75290.1,,,,,,,,,,,,,,,,,,,,16752.61,,,,700.0,,,,,,,,1792.34,,,131773.2,1396447.36,,,97916.15,,379863.68000000005,,,,,,,,,,5474.45,,,,,,,,,,,,24034.160000000003,,,1172646.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42158.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,11617057.8,,,,,,,
Scholar Academy,Scholar Academy,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43843.9,,,87725.69,475.0,5343.18,,,,,8185.5,,,,,,,,,,,,,12481.44,,,,100.0,,,,,,,,4004.3,,,137460.72,1614186.7,,,119364.26,,432735.08999999997,,,,,,,,,,1459084.46,,,,,,,,,,,,50816.39,,,186705.32,,,,,,,,,,,,,93618.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47897.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000.0,,,,,,,
Scholar Academy,Scholar Academy,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39779.91,,,65597.96,1242.1,,,,,,18698.1,,,,,,,,,,,,,218.46,,,875.0,3699.54,,,,,,,,1702.56,,,141388.05,1889461.06,,,141356.69,,462110.21,,,,,,,,,,1604771.01,,,,,,,,,,,,65111.46000000001,,,213164.52999999997,,,,,,,,,,,,,220277.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39539.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scholar Academy,Scholar Academy,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9826.01,,,24137.93,2709.11,,,,,,,10.0,,14775.5,-594.0,2437.0,-260.0,2170.0,,,,,,,,,3205.0,3948.18,,,,,,,,2808.5,,,146564.33,1987796.85,,,154397.55,,460070.15,,,,,,,,,,1842122.5,,,,,,,,,,,,100911.65000000001,,,208816.9,,,,,,,,,,,,,195914.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78622.2,,,,,,,,,,,,,,,,,,,,,,,,,76903.68,-76903.68,,,,,,,,,
Sevier District,Sevier District,2016.0,,2382995.3899999997,74788.8,1647231.81,51697.34,2470847.75,77546.0,,1489372.07,46742.99,2402213.07,75391.93,,,,,,219227.18,151539.52,227309.32,137016.98,220995.13,,,,,,50660.79,,,,,,116804.29,,,334612.77,,,373446.94,30607.1,23357.69,,97899.21,2796.95,9849.97,502224.04,,,,,,,,,11897.5,,,,,,,10637.0,738390.85,,17619.8,,,,,,897925.91,,,,10792042.0,,1629936.0,1580803.0,185520.0,,1355897.61,185811.0,376777.68,100207.0,47493.0,,,1158144.5899999999,,,61685.32,,12694.55,1605.0,33949.38,140423.76,,,215397.33,833149.66,,,,,,,191730.0,788285.0,,,,,8855.81,,8241.0,,,,,383619.6,,1091544.0,363848.0,,20214.0,,,,10558.88,,94396.0,,,,,,,,,,,,,48503.21,,,,,,,,,,,,,,347535.0,15850.0,,,,,,21127.35,,191199.45,,,13474.0,,,59639.0,,,,,38865.58,1232450.0,,253567.0,98695.33,60148.08,,,,,,,,,,8046.19,,,,,,,,
Sevier District,Sevier District,2017.0,,2079960.2799999998,117993.9,1622989.93,92070.43,2436347.58,138211.34,,1476461.36,83758.04,2364325.01,134125.6,,,,,,168491.41,131473.6,197361.31000000003,119603.77,191526.96,,,,,,50840.95,,,,,,137908.98,,,403449.81,,,393737.7,33655.71,19974.67,,94452.91,1651.36,10443.49,501425.44,,,,,,,,,8265.12,,,,,,,19132.5,718096.96,,19997.73,,,,,,903410.86,,,,11270834.35,,1742506.82,1573938.01,191040.0,,1540239.56,184831.2,316936.59,27384.14,47026.96,,,1025599.7000000002,,,56709.81,,12388.39,1354.0,32833.34,227406.08,,,228528.01,834409.67,,,,,,,62507.77,916381.32,,,,,7513.82,,33392.0,,,,1376.84,405823.69,,1591198.69,506645.91,,,,,,11188.57,,91495.0,,,,,,,,,,,,,64690.43,,,,,2793.0,,,,,,,,,364916.08,21071.0,,,,,,20908.19,,163756.08,,,7061.0,,,36483.04,,,,,37271.89,1217639.6,,168800.0,53015.28,,,,,,,,,,,1621.63,,,,,,,,
Sevier District,Sevier District,2018.0,,2115145.58,82084.97,1656786.41,66641.67,2441579.4699999997,98208.81,,1828585.78,73551.89,2342666.47,94230.19,,,,,,170478.14,138404.8,203964.88,152756.26,195701.95,,,,,,55527.0,,,,,,207058.41,,,616893.89,,,422962.8,32127.23,18527.07,,104072.98,2023.55,9898.24,533870.69,,,,,,,,,8289.7,,,,,,,20042.5,762519.51,,17470.32,,,,,,1012558.6,,,,12082375.53,,1830745.82,1731726.01,198660.0,4560303.01,,,,,,,,,,1030676.2400000001,,,,,,,,,,,,541303.4,,,2373878.3200000003,,,,,,,,,,,,,,,,,,,2158337.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452144.63,,,,,,,,,,,,,,,,,,,,,,,,,,,32589.93,,,,,,,,
Sevier District,Sevier District,2019.0,,2369481.7900000005,88601.85,1706709.54,63818.84,2564364.86,94186.01,,2069385.34,77380.37,2252856.63,84240.9,,,,,,188432.89,135725.97,200308.91,164567.73,179158.28,,27804.0,,,,59935.04,,,,,,146747.09,,,1047224.3299999998,,,457867.5,34657.85,14859.81,,106970.59,3221.39,8772.88,486515.73,,,,,,,,,11062.47,,,,,,,25382.5,816807.23,,18645.54,,,,,,1322657.0299999998,,,,12032841.59,,1985198.71,1783656.52,203700.0,4683845.980000001,,,,,,,,,,1666583.9300000002,,,,,,,,,,,,601870.62,,,1587769.73,,,,,,,,,,,,,1030208.5700000001,,,,,,2899790.69,,,,,,,,,,,,,44027.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569327.8999999999,,,,,,,,,,,,,,,,,,,,,,,,,2433130.05,-2433130.05,14254.5,,,,,,,,
Sevier District,Sevier District,2020.0,,2627198.21,169371.03,1898036.01,122363.18,2538590.78,161111.48,,1757265.01,113287.91,2157434.26,139086.15,,,,,,209380.44,151268.23,199169.88999999998,140049.18,171941.57,,28053.0,,,,49284.700000000004,,,,,,88753.24,,,1076114.7000000002,,,369926.65,24089.55,10441.29,,119625.7,1647.61,8600.43,438833.67,,,,,,,,,12701.7,,,,,,,15417.970000000001,646467.44,,3121.59,,,,,,1247811.38,,,,12339292.74,,2044214.36,1822741.39,211920.0,4810558.419999999,,,,,,,,,,1280977.2500000002,,,,,,,,,,,,698305.37,,,1705073.1600000001,,,,,,,,,,,,,1876882.7800000003,,,,,,2805755.04,,,,,,,,,,,,,120867.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643724.49,,,,,,,,,,,,,,,,,,3000.0,,10000000.0,,613285.75,,,1932292.3,-1932292.3,71621.82,,,,,,,,
Sevier District,Sevier District,2021.0,,2543509.4,260162.07,2041994.36,209178.82,2689067.42,269265.68,,1635782.74,167366.53,2812233.99,287923.14,,,,,,198138.29,159070.49,205075.59,127426.78,219071.81,,30123.0,,,,54156.310000000005,,,,,,56534.42,,,310685.52,,,30958.4,24542.67,5065.31,,93758.78,361.94,10949.06,421930.9,,,,,,,,,8325.57,,,,,,,14933.779999999999,687384.27,,1171.82,,,,,,1222873.18,,,,12404464.06,,2101099.67,1851059.46,,4770480.710000001,,,,,,,,,,1974589.3900000001,,,,,,,,,,,,967813.7200000001,,,1705619.6099999999,,,,,,,,,,,,,1767656.13,,,,,,2893891.31,,,,,,,,,,,,,129486.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643865.85,,,,,,,,,,,,,,,,,,3000.0,,,,,,,189367.28,-189367.28,38360.78,,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2016.0,,,,,,,,,,,,,,,,,,,,,,,,70901.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371134.88,,,,,,,,,,,,,,710238.0,,,53521.0,,,148598.0,,,3045.0,2968.0,,,,,,,,1075.0,,,,,,,74512.0,,,,9262.0,,,9027.0,,,,,,,,,,,,,19221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400518.43,,,27000.0,,,,,,,,,,,,618.0,,6820.0,,,879.0,,,,,,,,20889.0,90190.0,,,,,,,,,,,,,,,,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,74464.01,,,,,,,,,,,,,2577.17,,,,,,,,,,,,,,,,,,,10168.37,,,,62759.68,,,,59782.11,,,,,,,,4863.02,,,,723556.04,,,52463.6,,,138583.4,4648.64,,2259.0,3750.16,,,,,,,,1093.74,,,,,,,75734.56,,,,12084.0,,,2901.35,,,,,,,,,,,,,20996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457801.99,,,26600.0,,,,,,,,,,,,672.33,,7249.04,,,486.21,,,,,,,,18434.94,87931.85,,,,,,,,,,,,411170.73000000004,-411170.73000000004,,4350997.21,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,114623.75,,,,,,,,,74.56,,,,,,,,,,,,,,,,,,,8627.87,,,,1965.0,,,,164396.68,,,,,,,,23328.89,,,78434.65,815880.36,,,70594.91,,271579.88,,,,,,,,,,728441.0,,,,,,,,,,,,15538.15,,,141143.19,,,,,,,,,,,,,28925.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,,,,,,,552552.1,-552552.1,,1542219.26,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102298.0,,,,,,,,,2674.18,,,,,,,,,,1831.0,,,,,,,,,4885.0,,,,1160.0,,,,380571.82999999996,,,,,,,,416.07,,,79741.95,812676.4299999999,,,73493.33,,275235.47,,,,,,,,,,759830.17,,,,,,,,,,,,29556.95,,,101205.95000000001,,,,,,,,,,,,,44170.909999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.0,,,,,,,534787.77,-534787.77,,106783.53,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89287.07,,,,,,,,,2999.19,,,,,,,,,,1202.91,,,,,,,,,1073.0,,,,,,,,143952.06,,,,,,,,7604.9,,,61399.92,945721.1499999999,,,85802.69,,343381.3,,,,,,,,,,823322.5399999999,,,,,,,,,,,,38690.41,,,102014.6,,,,,,,,,,,,,82848.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.0,,,,,,,595141.04,-595141.04,,,,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74041.45,,,,,,,,,470.82,,,,,,,,,,2788.0,,,,,,,,,95.0,,,,,,,,73042.39,,,,,,,,8537.71,,,62432.55,947190.0,,,64298.82,,352904.36,,,,,,,,,,851333.49,,,,,,,,,,,,29165.34,,,115547.20000000001,,,,,,,,,,,,,129901.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.34,,,,,,,,,,,,,,,,,,,,,,,,,516201.24,-516201.24,,,,,,,,,
South Sanpete District,Ephraim Middle,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60996.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim Middle,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75438.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim Middle,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59260.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim Middle,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6153.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.93,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51904.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52022.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Ephraim School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley High,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32259.0,,,,,,,,,,,,,,,,,,,,,,,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28584.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley High,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31062.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley High,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley High,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5770.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley Middle,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43372.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley Middle,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44272.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley Middle,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34169.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley Middle,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65770.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66361.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sanpete District,Gunnison Valley School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51624.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
