LEA,school,year,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Tooele District,Tooele Jr High,2018,3204368.2600000002,,,210437.16,,,,,,,,,1548.0200000000002,,,,32492.74,1838.76,,,,,,,,,,,,,,,371657.87,,525.36,,,,,,,,,341630.63000000006,,,,,,,,,,-3139.5,,,,,,135912.85,,,,,,,,,,,,,,,,70496.35,,,,,,
Tooele District,Tooele Jr High,2019,3458638.9200000004,,,317530.72000000003,,,,,,,,,6803.570000000001,,,,37881.51999999999,,,,,,,,,,,,,,,,446619.18999999994,,,,,,,,,,,401365.84,,,,,,,,,,4298.9,,,,,,152788.68000000002,,,,,,,,,,,,,2382.8,,,39406.6,,,,,,
Tooele District,Tooele Jr High,2020,3604765.23,,,318751.57999999996,,49746.57,117959.41,,,,,,73597.78000000001,,,,34932.799999999996,,,,,,,,,,,,,,,,462152.92999999993,,,,,,,,,,,359176.86,,,,,,,,,,7059.5,,,,,,161095.86,,,,,,,,,,,,,136.97,,,71838.39,,,,,,
Tooele District,Tooele Jr High,2021,4229652.310000002,,,346885.9899999999,,53482.400000000016,137502.69999999998,,,,,,50726.829999999994,,,,37014.950000000004,,,,,,,,,,,,,,,,520403.30000000005,,127.65,,,,,,,,,393675.2100000001,,,,,,,,,,135.0,,,,,,173783.0,,,,,,,,,,,,,,,,19062.63,,,,,,
Tooele District,Vernon School,2017,125599.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22016.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tooele District,Vernon School,2018,158301.2,,,,,,,,,,,,,,,,40.5,510.68,,,,,,,,,,,,,,,,,,,,,,,,,,24043.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.1399999999999,,,,,,
Tooele District,Vernon School,2019,189035.94000000006,,,,,,,,,,,,15777.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25613.050000000007,,,,,,,,,,,,,,,,23141.880000000005,,,,,,,,,,,,,,,,4900.0,,,,,,
Tooele District,Vernon School,2020,211459.15999999997,,,,,,15586.41,,,,,,18044.010000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22398.09,,,,,,,,,,,,,,,,24943.47,,,,,,,,,,,,,2899811.92,,,417.92,,,,,,
Tooele District,Vernon School,2021,248450.51000000004,,,1268.07,,,,,,,,,37359.43,,,,1194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,48008.36,,,,,,,,,,,,,,,,36554.60999999999,,,,,,,,,,,,,1307722.6200000003,,,13484.0,,,,,,
Tooele District,Wendover High,2017,1085112.96,,,110300.22,,,,,,,,,980.0,,,,28900.85,,,,,,,,,,,,,,,,191553.7,,,,,,,,,,,,379910.46,,,,,,,,,19651.73,,,,,,,,,,,,,,,,,,,,,18436.88,,,,,,,
Tooele District,Wendover High,2018,1316418.2900000003,,,68931.17,,,,,,,,,9924.56,,,,25191.770000000004,1707.3,,,,,,,,,,,,,,,188409.21,,,,,,,,,,,381437.22000000003,,,,,,,,,,28204.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tooele District,Wendover High,2019,1383961.6199999999,,,60439.34000000001,,,,,,,,,2217.76,,,,25850.05,,,,,,,,,,,,,,,,354148.17,,,,,,,,,,,409826.5900000001,,,,,,,,,,61646.11,,,,,,,,,,,,,,,,,,,,,,63066.92,,,,,,
Tooele District,Wendover High,2020,1364932.7700000005,,,90479.26999999999,,42448.26999999999,31730.739999999998,,,,,,31836.19,,,,26962.079999999998,,,,,,,,,,,,,,,,355991.24,,,,,,,,,,,396930.63,,,,,,,,,,42447.79,,,,,,,,,,,,,,,,,,,,,,160176.93,,,,,,
Tooele District,Wendover High,2021,1632477.9600000002,,,123043.03,,,19093.01,,,,,,26447.82,,,,36023.93,,,,,,,,,,,,,,,,443566.87,,,,,,,,,,,453989.50999999995,,,,,,,,,,57958.96,,,,,,58.88,,,,,,,,,,,,,,,,25457.26,,,,,,
Tooele District,West School,2017,1545231.4199999995,,,,,,,,,,,,,,,,38388.009999999995,,,,,,,,,,,,,,,,165890.49000000002,,510.68,,,,,,,,,,178698.81,,,,,,,,,0.0,,,,,,84383.64,,,,,,,,,,,,,,,,,,,,,,
Tooele District,West School,2018,1404788.2299999997,,,24963.16,,,,,,,,,79208.06000000001,,,,40577.579999999994,1404.3700000000001,,,,,,,,,,,,,,,178789.97999999998,,,,,,,,,,,188076.15,,,,,,,,,,,,,,,,78215.55,,,,,,,,,,,,,,,,,,,,,,
Tooele District,West School,2019,1732021.75,,,46542.81999999999,,,,,,,,,96205.64000000001,,,,44868.35,,,,,,,,,,,,,,,,195999.74,,,,,,,,,,,206394.42000000004,,,,,,,,,,33.0,,,,,,102901.79000000001,,,,,,,,,,,,,,,,12139.17,,,,,,
Tooele District,West School,2020,1859334.51,,,37400.41999999999,,2711.7000000000003,58135.70999999999,,,,,,157249.20999999996,,,,45820.8,,,,,,,,,,,,,,,,233131.23000000004,,,,,,,,,,,192981.74000000002,,,,,,,,,,515.0,,,,,,96776.51,,,,,,,,,,,,,,,,9116.04,,,,,,
Tooele District,West School,2021,1862341.5699999994,,,43076.53,,,64574.57000000001,,,,,,119814.81999999998,,,,48916.14,,,,,,,,,,,,,,,,250786.28999999998,,392.78999999999996,,,,,,,,,195312.31000000003,,,,,,,,,,,,,,,,97954.21,,,,,,,,,,,,,,,,,,,,,,
Tooele District,Willow School,2017,2110073.81,,,,,,,,,,,,,,,,22720.93,,,,,,,,,,,,,,,,194965.71,,525.37,,,,,,,,,,184095.11000000002,,,,,,,,,,,,,,,82883.91,,,,,,,,,,,,,,,1052.75,,,,,,,
Tooele District,Willow School,2018,2221107.7299999995,,,131.33,,,,,,,,,94016.08000000002,,,,22481.62,1404.3700000000001,,,,,,,,,,,,,,,231062.08,,525.36,,,,,,,,,236457.33000000002,,,,,,,,,,-1286.0,,,,,,87627.74,,,,,,,,,,,,,,,,6542.0,,,,,,
Tooele District,Willow School,2019,2542159.9000000004,,,25663.829999999998,,,,,,,,,73321.12999999999,,,,25742.519999999997,,,,,,,,,,,,,,,,338895.58,,,,,,,,,,,246842.19999999998,,,,,,,,,,-135.0,,,,,,99638.02,,,,,,,,,,,,,,,,25658.72,,,,,,
Tooele District,Willow School,2020,2728781.6699999995,,,35162.47,,28238.559999999998,56380.81,,,,,,183549.78000000003,,,,27011.910000000003,,,,,,,,,,,,,,,,340763.67000000004,,,,,,,,,,,263318.86,,,,,,,,,,,,,,,,106998.07,,,,,,,,,,,,,,,,4719.57,,,,,,
Tooele District,Willow School,2021,2890350.1200000006,,,58121.62,,,62497.009999999995,,,,,,117167.10999999999,,,,29640.490000000005,,,,,,,,,,,,,,,,373600.98,,130.82,,,,,,,,,306184.75000000006,,,,,,,,,,,,,,,,115867.24999999999,,,,,,,,,,,,,,,,56659.97,,,,,,
Treeside Charter School,Treeside Charter School,2017,35598.01,,,,,,,,,,,4000.0,,,,,,,,,2305.91,,,,,,,,,,,202743.19000000003,,,72814.85,,,,,,,,,9676.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treeside Charter School,Treeside Charter School,2018,1453240.7499999995,63605.57,,,,,,,,,,102491.68000000001,,,,,,,,,13988.24,,,,,,,,,,,180277.31999999998,,,147643.84000000003,,,,,,,,,137647.56,,,,,,,,,4261.05,,,,,,,125091.62000000001,,,,,,,,,8937800.0,,,,,,,,,,,,544565.0,19677.93
Treeside Charter School,Treeside Charter School,2019,1520643.2699999996,5082.780000000001,,,,,,,,,,26429.14999999998,,,,,,,,,97642.95999999999,,,,,,,,,,,227095.38999999998,,,120375.41,,,,,,,,,137424.08000000002,,,,,,,,,,,,,,,,147227.07,,12132.130000000001,,,,,,,128720.2,,,,,,,,,,,,,797298.84
Treeside Charter School,Treeside Charter School,2020,1716723.8399999996,18068.16,,,,,,,,,,37701.99,,,,,,,,,167040.44999999995,,,,,,,,,,,275474.31000000006,,,101787.98999999999,,,,,,,,,826094.24,,,,,,,,,7626.99,,,,,,,141860.3,,4073.95,,,,,,,,,,,,,,,,44096.600000000006,,,,
Treeside Charter School,Treeside Charter School,2021,1580720.6600000004,27177.690000000002,,,,,,,,,,9629.29,,,,,,,,,99057.56,,,,,,,,,,,300515.55000000005,,,93579.53,,,,,,,,,825239.9099999999,,,,,,,,,316.75,,,,,,,171875.37,,3148.03,,,,,,,,,,,,,,,,,,,,112950.9
Tuacahn High School for the Performing Arts,Tuacahn High School for the Performing Arts,2016,1568389.81,204820.94000000006,,,,,,,,,,,,,,,71970.19000000002,,,,12081.0,,,,,,,,,,,370843.55999999994,,,86513.22999999998,15638.0,,,,,,,,415328.64,,,,,,,,,60148.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuacahn High School for the Performing Arts,Tuacahn High School for the Performing Arts,2017,1678215.9899999998,216796.4,,,,,,,,,,,,,,,74200.58,,,,14841.810000000001,,,,,,,,,,,487659.2400000001,,,105399.25,14098.55,,,,,,,,652885.09,,,,,,,,,120166.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuacahn High School for the Performing Arts,Tuacahn High School for the Performing Arts,2018,1582334.0,245574.0,,,,,,,,,,,,,,,6056.0,,,,13012.0,,,,,,,,,,,482901.0,,,117889.0,13553.0,,,,,,,,413805.0,,,,,,,,,80086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuacahn High School for the Performing Arts,Tuacahn High School for the Performing Arts,2019,1645054.1400000001,264827.82,,,,,,,,,,,,,,,,,,,12878.63,,,,,,,,,,,497655.48000000004,,,119699.01,14002.7,,,,,,,,419934.39999999997,,,,,,,,,106747.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuacahn High School for the Performing Arts,Tuacahn High School for the Performing Arts,2020,1922706.88,275996.81000000006,,,,,,,,,,,,,,,,,,,14190.02,,,,,,,,,,,530738.2400000001,,,139653.99,,,,,,,,,414592.05,,,,,,,,,75427.90000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley School,2017,2147004.9399999995,,,,,,,,,,,27152.850000000002,,,,,,,,,,,,,,,,,,,,212060.59999999998,,,,,,,,,,,,270462.47000000003,,,,,,,,,,,,,,,,81344.77999999998,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley School,2018,2168804.4699999997,,,,,,,,,,,33490.91,,,,,,,,,,,,,,,,,,,,213459.75000000003,,,,,,,,,,,,279625.44999999995,,,,,,,,,3428.28,,,,,,,93798.35,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley School,2019,2448705.990000001,,,,,,,,,,,34146.4,,,,,,,,,,,,,,,,,,,,244432.04000000004,,,,,,,,,,,,344218.42,,,,,,,,,2369.96,,,,,,,96835.74,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley School,2020,2711679.3500000006,,29144.010000000006,,,,,,,,,31119.44,,,,,5933.469999999999,,,,,,,,,,,,,,,236005.17,,,,,,,,,,,,274791.4800000001,,,,,,,,,388.0,,,,,,,106771.23,,,,,,,,,,,,,6464.4,,,,,,,,,
Uintah District,Ashley School,2021,2684790.8599999994,3934.0899999999997,95539.81,,,,,,,,,1774.03,,,,,37877.45,261.39,,,,,,,,,,,,,,272601.93999999994,,,,,,,,,,,,289859.3,,,,,,,,,144.0,,,,,,,117084.95,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley Valley Educ. Ctr.,2017,315897.67999999993,35372.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107306.90000000001,,,,,,,,,,,,29921.14,,,,,,,,,,,,,,,,,225789.27999999997,,,,,,,,,,,,2003343.31,,,,,,,,,
Uintah District,Ashley Valley Educ. Ctr.,2018,534091.19,39955.73999999999,,,,,,,,,,16615.88,,,,,249.49,,,,,,,,,,,,,,,139084.82000000007,,,,,,,,,,,,29833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602075.5000000001,,,,,,,,,
Uintah District,Ashley Valley Educ. Ctr.,2019,534270.5700000001,65187.65,,,,,,,,,,32894.25,,,,,,,,,,,,,,,,,,,,134075.11000000002,,,,,,,,,,,,34180.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley Valley Educ. Ctr.,2020,567721.9600000001,82641.29,,,,,,,,,,19962.05,,,,,1119.74,,,,,,,,,,,,,,,165606.44,,,,,,,,,,,,22836.579999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Ashley Valley Educ. Ctr.,2021,601367.78,100819.24999999999,,,,,,,,,,2657.44,,,,,1430.9,,,,10227.6,,,,,,,,,,,190625.28,,,,,,,,,,,,23894.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Davis School,2017,1948153.8499999994,,,,,,,,,,,42354.12,,,,,,,,,,,,,,,,,,,,227427.53,,,,,,,,,,,,251458.02,,,,,,,,,,,,,,,,88025.68,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Davis School,2018,1940375.4599999995,,,,,,,,,,,48187.92,,,,,,,,,11883.0,,,,,,,,,,,217562.36000000002,,,,,,,,,,,,244039.98,,,,,,,,,2358.3,,,,,,,81996.98,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Davis School,2019,1973716.6600000004,,,,,,,,,,,52389.21000000001,,,,,,,,,1679.99,,,,,,,,,,,253147.22,,,,,,,,,,,,239741.86000000004,,,,,,,,,1964.68,,,,,,,107194.43000000002,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Davis School,2020,2063374.3299999998,,,,,,,,,,,37421.229999999996,,,,,5115.92,,,,,,,,,,,,,,,253604.56999999998,,,,,,,,,,,,241782.96,,,,,,,,,81.9,,,,,,,98897.74,,,,,,,,,,,,,97430.0,,,,,,,,,
Uintah District,Davis School,2021,2069212.0399999998,3062.45,85182.81,,,,,,,,,2020.63,,,,,51584.82,493.47999999999996,,,,,,,,,,,,,,275035.5999999999,,,,,,,,,,,,254976.29,,,,,,,,,1173.0,,,,,,,85204.75,,,,,,,,,,,,,7800.0,,,,,,,,,
Uintah District,Discovery School,2017,2115309.9199999995,,,,,,,,,,,44498.28,,,,,,,,,,,,,,,,,,,,236303.21000000002,,,,,,,,,,,,246293.64,,,,,,,,,,,,,,,,101098.28,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Discovery School,2018,2210680.259999999,,,,,,,,,,,59541.439999999995,,,,,,,,,6459.0,,,,,,,,,,,246619.84,,,,,,,,,,,,247217.65999999997,,,,,,,,,2940.77,,,,,,,82042.35000000002,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Discovery School,2019,2475359.9000000004,,,,,,,,,,,56246.58000000001,,,,,6934.76,,,,,,,,,,,,,,,259636.93,,,,,,,,,,,,251822.84999999992,,,,,,,,,1844.44,,,,,,,84360.41999999998,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Discovery School,2020,2628100.1100000003,,33101.75,,,,,,,,,54821.99,,,,,7294.83,,,,13162.0,,,,,,,,,,,271722.0800000001,,,,,,,,,,,,254637.99000000008,,,,,,,,,668.0,,,,,,,126225.38,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Discovery School,2021,2950119.830000001,2953.6400000000003,39344.1,,,,,,,,,3572.4599999999996,,,,,65149.05999999999,181.13,,,,,,,,,,,,,,259922.91999999995,,,,,,,,,,,,295813.19999999995,,,,,,,,,960.0,,,,,,,85872.51000000001,,,,,,,,,,,,,7590.0,,,,,,,,,
Uintah District,Eagle View School,2017,2110175.299999999,17916.469999999998,,,,,,,,,,46333.69,,,,,,,,,,,,,,,,,,,,262676.65,,,,,,,,,,,,271160.99,,,,,,,,,,,,,,,,94120.84999999999,,,,,,,,,,,,,28000.0,,,,,,,,,
Uintah District,Eagle View School,2018,2044627.98,3720.2400000000002,,,,,,,,,,63577.32000000001,,,,,,,,,2905.0,,,,,,,,,,,281176.0599999999,,,,,,,,,,,,286554.18,,,,,,,,,4809.68,,,,,,,112495.96,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Eagle View School,2019,2160866.080000001,18629.010000000002,,,,,,,,,,46181.420000000006,,,,,,,,,,,,,,,,,,,,268335.44,,,,,,,,,,,,263719.57,,,,,,,,,2757.77,,,,,,,107012.69,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Eagle View School,2020,2013226.0600000005,57353.09000000001,,,,,,,,,,43229.54,,,,,4200.81,,,,6617.5,,,,,,,,,,,311011.97000000003,,,,,,,,,,,,364326.21,,,,,,,,,1421.1,,,,,,,103697.25,,,,,,,,,,,,,3400.9,,,,,,,,,
Uintah District,Eagle View School,2021,1789404.72,97151.11999999998,45117.399999999994,,,,,,,,,10531.619999999999,,,,,42421.740000000005,56.0,,,,,,,,,,,,,,241635.65000000002,,,,,,,,,,,,264027.12,,,,,,,,,377.16,,,,,,,98330.95000000001,,,,,,,,,,,,,65194.0,,,,,,,,,
Uintah District,Lapoint School,2017,943053.9999999998,,,,,,,,,,,30058.059999999998,,,,,,,,,,,,,,,,,,,,184817.49000000002,,,,,,,,,,,,144046.14,,,,,,,,,,,,,,,,55962.57,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Lapoint School,2018,973048.4200000004,,,,,,,,,,,35749.18,,,,,,,,,2905.0,,,,,,,,,,,191096.11,,,,,,,,,,,,166118.09999999998,,,,,,,,,1830.75,,,,,,,55512.12,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Lapoint School,2019,1074919.5299999996,,,,,,,,,,,39031.159999999996,,,,,,,,,395.0,,,,,,,,,,,196873.31000000003,,,,,,,,,,,,148310.15,,,,,,,,,944.52,,,,,,,59191.020000000004,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Lapoint School,2020,1057167.9699999997,,,,,,,,,,,46028.14,,,,,1869.72,,,,19779.5,,,,,,,,,,,181523.84000000003,,,,,,,,,,,,157012.57,,,,,,,,,371.0,,,,,,,63478.020000000004,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Lapoint School,2021,936899.9399999998,2041.45,45118.93,,,,,,,,,13842.53,,,,,56115.82,2842.22,,,,,,,,,,,,,,217212.93,,,,,,,,,,,,163492.37000000002,,,,,,,,,242.0,,,,,,,59121.70999999999,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Maeser School,2017,2518380.2299999986,,,,,,,,,,,46756.340000000004,,,,,,,,,,,,,,,,,,,,201100.65000000002,,,,,,,,,,,,263184.92000000004,,,,,,,,,,,,,,,,91670.11,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Maeser School,2018,2483060.2,,,,,,,,,,,54943.170000000006,,,,,,,,,2905.0,,,,,,,,,,,230934.89000000004,,,,,,,,,,,,264842.38999999996,,,,,,,,,2818.4,,,,,,,95203.53999999998,,1903.5,,,,,,,,,,,,,,,,,,,,
Uintah District,Maeser School,2019,2481503.710000002,,,,,,,,,,,58469.15,,,,,,,,,,,,,,,,,,,,261940.87,,,,,,,,,,,,238954.35000000003,,,,,,,,,934.51,,,,,,,103290.49,,1238.0,,,,,,,,,,,,,,,,,,,,
Uintah District,Maeser School,2020,2500065.759999999,,,,,,,,,,,54177.61,,,,,5851.94,,,,1895.0,,,,,,,,,,,259588.18,,,,,,,,,,,,280877.2,,,,,,,,,535.1,,,,,,,111643.1,,54.92,,,,,,,,,,,211401.98,,,,,,,,,
Uintah District,Maeser School,2021,2453532.91,3175.4100000000003,135943.13,,,,,,,,,3488.34,,,,,61628.64,,,,,,,,,,,,,,,277926.24000000005,,,,,,,,,,,,278545.92,,,,,,,,,240.0,,,,,,,99827.81,,,,,,,,,,,,,5227.0,,,,,,,,,
Uintah District,Naples School,2017,2141325.479999999,,,,,,,,,,,45816.909999999996,,,,,,,,,13352.0,,,,,,,,,,,206097.99,,,,,,,,,,,,268570.15,,,,,,,,,,,,,,,,96411.55,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Naples School,2018,2116454.1100000003,,,,,,,,,,,54861.29,,,,,,,,,6459.0,,,,,,,,,,,212292.2,,,,,,,,,,,,449312.55999999994,,,,,,,,,1470.79,,,,,,,98046.86,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Naples School,2019,2195755.5099999984,,,,,,,,,,,57200.58,,,,,,,,,,,,,,,,,,,,227662.82000000004,,,,,,,,,,,,267015.79000000004,,,,,,,,,1043.39,,,,,,,106680.06,,,,,,,,,,,,,257781.02,,,,,,,,,
Uintah District,Naples School,2020,2351848.9000000004,2690.64,,,,,,,,,,55122.310000000005,,,,,5877.54,,,,,,,,,,,,,,,252557.36999999997,,,,,,,,,,,,268576.94,,,,,,,,,104.0,,,,,,,95643.45,,516.62,,,,,,,,,,,,,,,,,,,,
Uintah District,Naples School,2021,2289170.3999999985,5892.179999999999,108315.09000000001,,,,,,,,,1320.73,,,,,64812.34,723.41,,,,,,,,,,,,,,284681.13999999996,,,,,,,,,,,,293345.25,,,,,,,,,164.0,,,,,,,95049.37,,,,,,,,,,,,,21385.0,,,,,,,,,
Uintah District,Split Mountain Youth Center (YIC),2017,438653.86000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Split Mountain Youth Center (YIC),2018,364174.59,17668.22,,,,,,,,,,2827.43,,,,,,,,,,,,,,,,,,,,92555.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Uintah District,2016,32900569.599999983,973948.6500000001,,,,,,,,,,724566.8600000001,,,,,,,,,871086.4600000004,,,,,,,,,,,3443560.62,,,1468611.7000000002,12723.67,,,,,,1110914.0499999998,,5888871.829999999,,,,,,,,,4147120.450000001,,,,,,,3069403.3599999994,884591.9199999999,40459.99,,,,,,,,,,,4689034.86,,,,,,3146104.19,,,91722.27
Uintah District,Uintah District,2017,2507129.6199999996,159921.02999999994,,,,,,,,,,514501.3799999999,,,,,,,,438.77,816723.76,,,,,,,,,,,14862.73,,,1564722.1400000004,12973.57,,,,,,1423936.7399999998,,1956156.67,,,,,,,1213.5,,3745007.8400000003,,,,,,,1717144.46,334599.0,36437.69,,,,,,,,,,,5123459.33,,,,,,3367670.46,,,92297.1
Uintah District,Uintah District,2018,2770582.710000001,609400.17,,,,,,,,,,360021.96000000014,,,,,,,,,899708.54,,,,,,,,,,,22169.389999999996,,,1202668.9199999997,13552.49,,,,,,1125305.8699999999,,2201256.2699999996,,,,,,,,,4214764.159999999,,,,,,,1924849.3900000001,336089.0,36908.84,,,,,660986.52,,,,,,1202.96,,,,,,7274988.140000001,,,101960.21
Uintah District,Uintah District,2019,3198037.4399999995,492873.94,,,,,,,,,,595243.17,,,,,,,,9009.230000000001,883180.8000000002,,,,,,,,,,,121925.65999999997,,,2361064.4299999992,14449.24,,,,,,626329.95,,2184061.7100000004,,,,,,,,,4133217.560000001,,,,,,,1853906.5699999998,334589.36,44646.340000000004,,,,,563809.22,,,,,,2731699.84,,,,,,4499859.779999999,,,2957.75
Uintah District,Uintah District,2020,4264824.24,586939.77,150212.87,,,,,,,,,659576.85,,,,,18222.66,,,6457.62,1231035.49,,,,,,,,,,,197624.60999999996,,,2511653.3499999987,13799.39,,,,,,482496.43000000005,,3707756.48,,,,,-128111.67000000003,,,,4355967.489999999,,,,,,,2097499.4299999997,334589.36,42063.53999999999,,,,,690318.59,,,,,,120480.0,,,,,,3242514.44,,,
Uintah District,Uintah District,2021,3825267.82,895735.56,112544.82,,,123402.18999999999,,,143.19,,,696835.17,,,,,,70944.77000000002,,,1210919.0399999998,,,,,,,,,,,201316.52000000005,,,1617606.5300000003,12820.26,,,,,,1595428.2800000005,,4005069.4799999995,,,,,-88157.87000000001,,,,4526351.600000001,,,,,,,2058110.4899999998,334589.36,31311.08,,,,,725775.0,,,,,,10080640.54,,,,,,9235115.33,,,
Uintah District,Uintah High,2017,8369716.619999999,414014.8499999999,,,,,,,,,,142378.48,,,,,,,,,,,,,,,,,,,,985956.18,,,,,,,,,,,,1056782.8599999999,,,,,,,,,89996.82,,,,,,,209631.97,,,,,,,,,,,,,711164.37,,,,,,,,,
Uintah District,Uintah High,2018,7851148.300000001,421328.95999999996,,,,,,,,,,343916.95999999996,,,,,11101.55,,,,,,,,,,,,,,,894274.0599999999,,,,,,,,,,,,1078178.83,,,,,,,,,175670.15,,,,,,,200420.61000000002,,,,,,,,,,,,,617700.1699999999,,,6069.86,,,,,,
Uintah District,Uintah High,2019,8477327.370000001,482471.6400000001,,,,,,,,,,349833.95999999996,,,,,,,,,3884.0,,,,,,,,,,,972428.71,,,,,,,,,,,,1297887.4799999995,,,,,,,,,234213.94,,,,,,,176911.61999999997,,,,,,,,,,,,,6058419.7,,12510.0,,,,,,,
Uintah District,Uintah High,2020,8488265.41000001,597132.2900000003,,,,,,,,,,356645.29000000004,,,,,17515.23,,,,,,,,,,,,,,,1052888.3100000003,,,,,,,,,,,,1227373.87,,,,,,,,,175584.01,,,,,,,199777.97999999998,,,,,,,,,,,,,211556.87,,,,,,,,,
Uintah District,Uintah High,2021,9630297.02,684874.1599999997,,,,,,,,,,78692.10999999999,,,,,160428.26999999996,612.5300000000001,,,,,,,,,,,,,,1128548.7699999998,,,,,,,,,,,,1239608.05,,,,,,,,,263111.95,,,,,,,318089.29,,,,,,,,,,,,,71443.14,,,,,,,,,
Uintah District,Uintah Middle School,2017,2568043.4399999995,209072.97999999998,,,,,,,,,,29812.54,,,,,,,,,,,,,,,,,,,,481621.3999999999,,,,,,,,,,,,573088.4299999999,,,,,,,,,,,,,,,,149019.43,,,,,,,,,,,,,404371.91000000003,,,,,,,,,
Uintah District,Uintah Middle School,2018,2589332.759999999,207746.37,,,,,,,,,,74047.18999999999,,,,,5405.57,,,,13352.0,,,,,,,,,,,406613.95,,,,,,,,,,,,714642.2799999999,,,,,,,,,12081.75,,,,,,,166162.31999999998,,,,,,,,,,,,,238491.0,,,,,,,,,
Uintah District,Uintah Middle School,2019,2634375.12,219489.13999999998,,,,,,,,,,55734.83,,,,,7113.219999999999,,,,,,,,,,,,,,,432609.74000000005,,,,,,,,,,,,700882.61,,,,,,,,,11865.529999999999,,,,,,,190886.72000000003,,,,,,,,,,,,,,,,,,,,,,
Uintah District,Uintah Middle School,2020,2906240.1400000006,230382.87000000002,,,,,,,,,,79760.64000000003,,,,,8342.0,,,,1895.0,,,,,,,,,,,454778.4000000002,,,,,,,,,,,,507640.91000000003,,,,,,,,,10931.26,,,,,,,153848.04,,,,,,,,,,,,,17193.9,,,,,,,,,
Uintah District,Uintah Middle School,2021,3158983.0300000003,255031.72,,,,,,,,,,32930.5,,,,,63835.72,648.75,,,,,,,,,,,,,,467195.71,,,,,,,,,,,,530756.1200000001,,,,,,,,,8453.48,,,,,,,144241.71,,,,,,,,,,,,,10965.7,,,,,,,,,
