LEA,school,year,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Carbon District,Castle Heights School,2020,2124269.6200000006,90443.06999999999,,,,,,,,,,8048.45,,,,,17296.43,,,,,,,,,,,,,,,169311.75999999998,,,,,,,,,,,,7081.9,,205630.86000000002,,,,,,,,,,,,,,189852.63,,,,,,,,,59229.68,,,,,,,,,,,,,
Carbon District,Castle Heights School,2021,2184935.28,56531.90000000001,,,,,,,,,,10161.91,,,,,19526.160000000003,,,,,,,,,,,,,,,207969.27,,,,,,,,,,,,315.0,,225284.62,,,,,,,,,,,,,,185568.08000000002,,,,,,,,,,,,,,,,,,,,,,
Carbon District,Castle Valley Center,2017,1149576.27,,,,,,,,,,,,3892.13,,,,405.61,,,,,,,,,,,,,,,169120.64,,,,,,,,,,,,,,151632.14,,240.66,,,,6359.0,17482.59,,,,,,,60262.37999999999,,,,,,,,,,,,,,,44948.32,,,,,,,
Carbon District,Castle Valley Center,2018,1231625.2199999997,625.0,,,,,,,,,150.0,20523.73,11791.87,,,,,,,,,,,,,,,,,,,134215.08000000002,,,,,,,,,,,,25752.069999999996,,134269.78000000003,,,140.18,,,9644.38,14056.35,,,,,,,76277.62000000001,,,,,,,,,,,,,,,283059.05,,,,,,,
Carbon District,Castle Valley Center,2019,1276093.8099999996,700.0,,,,,,,,,,,15068.130000000001,,,,,,,,,,,,,,,,,,,161537.0,,,,,,,,,,,,600.0,,168023.21999999994,,,4.3,,,14229.630000000001,13886.740000000002,,,,,,,58729.86000000001,,,,,,,,,,,,,,,1764931.39,,,,,,,
Carbon District,Castle Valley Center,2020,1424679.0399999998,,,,,,,,,,,9130.11,,,,,1615.94,,,,,,,,,,,,,,,184875.56999999998,,,,,,,,,,,,11965.220000000001,,174253.57,,,,,,,16736.07,,,,,,,70387.04,,,,,,,,,139101.03999999998,,,,,,,,,,,,,
Carbon District,Castle Valley Center,2021,1360050.9999999995,12000.0,,,,,,,,,,6508.739999999999,,,,,95.0,,,,,,,,,,,,,,,122206.01,,,,,,,,,,,,320.58,,178493.28999999998,,,,,,,16333.68,,,,,,,59818.31,,,,,,,,,56899.89,,,,,,,,,,,,,
Carbon District,Creekview School,2017,1818463.12,,3815.57,41081.96000000001,,,,,,,,,2737.28,,,,14754.240000000002,,,,,,,,,,,,,,,176913.29000000004,,,,,,,,,,,,,,210237.28,,,,,,9804.56,,,,,,,,140565.40999999997,,,,,,,,,,,112611.52,,,,44657.91,,,,,,,
Carbon District,Creekview School,2018,1820465.6300000006,,3840.2500000000005,25929.36,,,,,,,,,3791.26,,,,18339.17,,,,,,,,,,,,,,,178970.95000000007,,,,548.98,,,1371.3,,,,,,,218266.7,,,,,,10089.3,,,,,,,,219466.98,,,,,,,,,,,,,,,78596.89,,,,,,,
Carbon District,Creekview School,2019,1977302.56,,,2.93,,,,,,,,,4876.929999999999,,,,20482.21,,,,,,,,,,,,,,,195983.75000000003,,,,,,,37977.37,,,,,,,215930.53,,,,,,6620.719999999999,,,,,,,,168170.23000000004,,,,,,,,,,,,,,,84707.84,,,,,,,
Carbon District,Creekview School,2020,1833563.4899999995,79965.56000000003,,,,,,,,,,11474.320000000002,,,,,20037.42,,,,,,,,,,,,,,,203884.14,,,,33281.15,,,,,,,,8511.759999999998,,227477.61000000002,,,,,,,,,,,,,,203326.6,,,,,,,,,37905.670000000006,,,,,,,,,,,,,
Carbon District,Creekview School,2021,1868930.2499999995,63788.289999999986,,,,,,,,,,5000.87,,,,,21044.22,,,,,,,,,,,,,,,214229.54,,,,,,,,,,,,795.0,,239000.74,,,,,,,,,,,,,,210689.30000000002,,,,,,,,,53588.7,,,,,,,,,,,,,
Carbon District,Helper Middle,2017,1083363.9,,,56694.22000000001,,,,,,,,,6859.18,,,,27277.41,,,,,,,,,,,,,,,155162.35,,,,,,,101.36,,,,,,,174610.11000000002,,209.68,,,,6045.69,,,,,,,,38802.6,,,8000.0,,,,,,,,11498.74,,,,47627.020000000004,,,,,,,
Carbon District,Helper Middle,2018,1146575.1099999996,,,62468.670000000006,,,,,,,,,4532.7300000000005,,,,27050.600000000002,,,,,,,,,,,,,,,135761.65000000002,,,,15228.09,,,,,,,,,,180928.02999999997,,,95.41,,,10310.910000000002,,,,,,,,88986.70999999999,,,,,,,,,,,,,,,29571.55,,,,,,,
Carbon District,Helper Middle,2019,1115846.5799999996,,,62415.24,,,,,,,3980.9500000000003,,4807.1900000000005,,,,31508.399999999998,,,,,,,,,,,,,,,155152.81999999995,,,,,,,55319.93,,,,,,,190778.8,,,280.85,,,10679.61,,,,,,,,96330.38,,,,,,,,,,,,,,,162119.14,,,,,,,
Carbon District,Helper Middle,2020,1118630.1899999992,117527.6,,,,,,,,,,6744.719999999999,,,,,32385.79,,,,,,,,,,,,,,,167842.83,,,,,,,,,,,,43227.47,,194823.89,,,,,,,,,,,,,,99949.95,,,,,,,,,454027.54,,,,,,,,,,,,,
Carbon District,Helper Middle,2021,1148597.3600000013,87850.76,,,,,,,,,,6933.57,,,,,36119.97000000001,,,,,,,,,,,,,,,178923.53000000003,,,,,,,,,,,,,,186742.17999999996,,,,,,,,,,,,,,106914.25,,,,,,,,,5265578.56,,,,,,,,,,,,,
Carbon District,Lighthouse High,2017,695445.5800000001,,,73840.70000000001,,,,,,,,,9650.010000000002,,,,532.38,,,,,,,,,,,,,,,183529.93999999994,,,,,,,,,,,,,,54968.51000000001,,,,,,638.32,,,,,,,,21398.370000000003,,,,,,,,,,,,,,,3594.0,,,,,,,
Carbon District,Lighthouse High,2018,712664.0499999997,,,75833.05,,,,,,,,6516.0199999999995,9051.589999999998,,,,1006.5,,,,1210.0,,,,,,,,,,,168346.07,,,,,,,,,,,,,,47677.060000000005,,,,,,101.31,,,,,,,,77197.35,,,,,,,,,,,,,,,15773.82,,,,,,,
Carbon District,Lighthouse High,2019,794355.7299999999,,,80843.79000000001,,,,,,,,,12970.300000000003,,,,645.6,,,,,,,,,,,,,,,177276.23,,,,,,,,,,,,,,52992.44,,,,,,100.0,,,,,,,,53196.51,,,,,,,,,,,,,,,124403.83,,,,,,,
Carbon District,Mont Harmon Middle,2017,2676765.2300000004,,,135970.16999999998,,,,,,,,,14172.570000000002,,,,17543.239999999998,,,,,,,,,,,,,,,291592.7100000001,,,,,,,30037.1,,,,,,,430958.98000000004,,741.61,,,,8674.19,217.84,,,,,,,84614.96999999999,,,11000.0,,,,,,,,3741.85,,,,3662740.75,,,,,,,
Carbon District,Mont Harmon Middle,2018,2932367.32,,,139539.45,,,,,,,,,13254.999999999998,,,,17568.96,,,,,,,,,,,,,,,300822.36,,,,47070.0,,,2271.68,,,,,,,430374.2800000001,,,,,,13455.59,,,,,,,,143846.31,,,,,,,,,,,,,,,2054228.43,,,,,,,
Carbon District,Mont Harmon Middle,2019,3128300.4099999997,,,134967.75999999998,,,,,,,4583.08,,5778.77,,,,17541.32,,,,,,,,,,,,,,,385872.7899999999,,,,,,,28281.0,,,,,,,449810.55999999994,,,,,,5694.19,,,,,,,,204748.05,,,,,,,,,,,,,,,352818.51,,,,,,,
Carbon District,Mont Harmon Middle,2020,2955004.760000001,250563.27,,,,,,,,,,9884.23,,,,,32530.05,,,,,,,,,,,,,,,400298.18,,,,,,,,,,,,415822.55000000005,,491421.2900000001,,,,30599.73,,,,,,,,,,232616.08000000002,,,,,,,,,43844.08,,,,,,,,,,,,,
Carbon District,Mont Harmon Middle,2021,3276327.09,186635.84,,,,,,,,,,12988.920000000002,,,,,37207.520000000004,,,,,,,,,,,,,,,410759.07000000007,,,,,,,,,,,,2060.83,,535936.4299999999,,,,61780.89,,,,,,,,,,244106.95,,,,,,,,,,,,,,,,,,,,,,
Carbon District,Sally Mauro School,2017,1423145.3299999994,,,58861.420000000006,,,,,,,,,7429.32,,,,10607.420000000002,,,,,,,,,,,,,,,142873.94000000003,,,,,,,52702.4,,,,,,,198046.58000000002,,,,,,6872.49,,,,,,,,75594.73,,,,,,,,,,,117296.05,,,,119398.31,,,,,,,
Carbon District,Sally Mauro School,2018,1663523.209999999,,,45868.719999999994,,,,,,,,,17441.33,,,,18379.38,,,,,,,,,,,,,,,155767.57,,,,,,,888.34,,,,,,,197434.99000000002,,,,,,9759.68,,,,,,,,194430.71000000002,,,,,,,,,,,,,,,63631.58,,,,,,,
Carbon District,Sally Mauro School,2019,1659005.8400000003,,,57855.76,,,,,,,,,3947.01,,,,10665.89,,,,,,,,,,,,,,,184550.06000000003,,,,,,,,,,,,,,226440.11000000002,,,,,,6077.82,,,,,,,,152453.46000000002,,,,,,,,,,,,,,,54269.32,,,,,,,
Carbon District,Sally Mauro School,2020,1587760.2600000002,62100.79,,,,,,,,,,11578.279999999999,,,,,10373.1,,,,,,,,,,,,,,,192850.67,,,,,,,,,,,,34995.51,,205659.96,,,,,,,,,,,,,,137389.96,,,,,,,,,43437.7,,,,,,,,,,,,,
Carbon District,Sally Mauro School,2021,1656899.7400000007,42682.47000000001,,,,,,,,,,13055.300000000003,,,,,11861.519999999999,,,,,,,,,,,,,,,186707.65999999997,,,,,,,,,,,,805.0,,204464.23999999996,,,,,,,,,,,,,,168489.78,,,,,,,,,36112.5,,,,,,,,,,,,,
Carbon District,Wellington School,2017,1165175.0600000005,,,40787.78,,,,,,,,,3721.4,,,,12002.069999999998,,,,,,,,,,,,,,,139492.64999999997,,,,,,,6690.0,,,,,,,214057.53000000003,,649.75,,,,8210.25,,,,,,,,63377.840000000004,,,,,,,,,,,7569.71,,,,78280.22,,,,,,,
Carbon District,Wellington School,2018,1196111.0200000005,,,55027.90999999999,,,,,,,,,6656.29,,,,13442.289999999997,,,,,,,,,,,,,,,128377.34,,,,,,,795.76,,,,,,,204721.70999999996,,,,,,12527.390000000001,,,,,,,,132548.07,,,,,,,,,,,,,,,99864.36,,,,,,,
Carbon District,Wellington School,2019,1240732.7700000003,,,84391.34999999999,,,,,,,,,4217.85,,,,12667.75,,,,,,,,,,,,,,,133763.51,,,,,,,,,,,,,,211467.5,,,,,,14428.98,,,,,,,,136940.95999999996,,,,,,,,,,,,,,,132388.4,,,,,,,
Carbon District,Wellington School,2020,1240249.59,86738.20999999999,,,,,,,,,,4183.26,,,,,12890.02,,,,,,,,,,,,,,,149238.61,,,,,,,,,,,,11975.630000000001,,190251.86,,,,,,,,,,,,,,143319.52,,,,,,,,,41967.64,,,,,,,,,,,,,
Carbon District,Wellington School,2021,1157903.7600000005,54693.51000000001,,,,,,,,,,4153.700000000001,,,,,18938.039999999997,,,,,,,,,,,,,,,162967.24,,,,,,,,,,,,365.0,,224160.79,,,,,,,,,,,,,,156549.47,,,,,,,,,49960.55,,,,,,,,,,,,,
Channing Hall,Channing Hall,2016,2147953.0,75664.0,,,,,,,,,,287527.0,,,,,,,,,54668.0,,,,,,,,,,,227955.0,,,171257.0,,,,,,,,,196843.0,,,,,,,,,18588.0,,,,,,,205875.0,,,,,,,,,,,,,,,,,,,715739.0,,,
Channing Hall,Channing Hall,2017,2233859.0,84069.0,,,,,,,,,,333118.0,,,,,,,,,61774.0,,,,,,,,,,,239319.0,,,192869.0,,,,,,,,,210197.0,,,,,,,,,15436.0,,,,,,,199035.0,,,,,,,,,,,,,,,,,,,964224.0,,,
Channing Hall,Channing Hall,2018,2568856.0,117576.0,,,,,,,,,,379662.0,,,,,,,,,68959.0,,,,,,,,,,,252715.0,,,192468.0,,,,,,,,,221995.0,,,,,,,,,16311.0,,,,,,,210883.0,,,,,,,,,1699.0,,,,,,,,,,667225.0,,,
Channing Hall,Channing Hall,2019,2612769.0,138332.0,,,,,,,,,,380148.0,,,,,,,,,59422.0,,,,,,,,,,,261276.0,,,189264.0,,,,,,,,,211674.0,,,,,,,,,15411.0,,,,,,,202987.0,,,,,,,,,27949.0,,,,,,,,,,666688.0,,,
Channing Hall,Channing Hall,2020,2721522.0,97460.0,,,,,,,,,,261516.0,,,,,,,,,34996.0,,,,,,,,,,,270789.0,,,213177.0,,,,,,,,,207544.0,,,,,,,,,16396.0,,,,,,,169600.0,,,,,,,,,,,,,,,,,,,670325.0,,,
Channing Hall,Channing Hall,2021,2767921.0,78255.0,,,,,,,,,,296797.0,,,,,,,,,30196.0,,,,,,,,,,,261512.0,,,192926.0,,,,,,,,,205411.0,,,,,,,,,723.0,,,,,,,186921.0,,,,,,,,,70758.0,,,,,,,,,,664013.0,,,
City Academy,City Academy,2016,976447.0,201125.0,,,,,,,,,,62312.0,,,,,,,,,,,,,,,,,,,,231374.0,,,72177.0,,,,,,,,,478633.0,,,,,,,,,28085.0,,,,,,,40638.0,,,,,,,,,,,,,,,,,,,,,,
City Academy,City Academy,2017,925892.0,148695.0,,,,,,,,,,56058.0,,,,,,,,,,,,,,,,,,,,272838.0,,,71221.0,,,,,,,,,518075.0,,,,,,,,,20827.0,,,,,,,33214.0,,,,,,,,,,,,,,,,,,,,,,
City Academy,City Academy,2018,991194.0,105947.0,,,,,,,,,,62492.0,,,,,,,,,,,,,,,,,,,,201219.0,,,68346.0,,,,,,,,,562131.0,,,,,,,,,27801.0,,,,,,,48194.0,,,,,,,,,,,,,,,,,,,,,,
City Academy,City Academy,2019,967183.0,70096.0,,,,,,,,,,47160.0,,,,,,,,,,,,,,,,,,,,117272.0,,,73790.0,,,,,,,,,506653.0,,,,,,,,,27419.0,,,,,,,42710.0,,,,,,,,,,,,,,,,,,,,,,
City Academy,City Academy,2020,933954.0,103196.0,,,,,,,,,,45508.0,,,,,,,,,,,,,,,,,,,,119348.0,,,77375.0,,,,,,,,,434908.0,,,,,,,,,26713.0,,,,,,,29536.0,,,,,,,,,,,,,,,,,,,,,,
City Academy,City Academy,2021,863113.0,89070.0,,,,,,,,,,42719.0,,,,,,,,,,,,,,,,,,,,176932.0,,,79535.0,,,,,,,,,371542.0,,,,,,,,,21124.0,,,,,,,11111.0,,,,,,,,,,,,,,,,,,,,,,
Daggett District,Daggett District,2016,1733949.2799999993,121995.55,,,,,,,,,,142265.05,,,,,,,,,222534.53999999998,,,,,,,,,,,254887.65,,,122308.19000000002,,,,,,,,,423160.98,,,,,,,,,271575.33,,,,,,,120390.3,,2357.8100000000004,,,,,,,,,,,,273176.57999999996,,,,,234897.18,,,
Daggett District,Daggett District,2017,1859276.0,129639.0,,,,,,,,,,169037.0,,,,,,,,,231145.0,,,,,,,,,,,234936.0,,,147806.0,,,,,,,,,505663.0,,,,,,,,,257296.0,,,,,,,126272.0,,2477.0,,,,,,,,,,,,188575.0,,,,,380717.0,,,
Daggett District,Daggett District,2018,-46239.73,147639.08000000002,,,,,,,,,,159180.52999999997,,,,,,,,,237986.46999999997,,,,,,,,,,,,,,156133.61,,,,,,,,,322754.45999999996,,,,,,,,,137570.43,,,,,,,242.84000000000003,,1465.1599999999999,,,,,587.0,,,,,,245199.17,,,55133.42,,,373028.53,,,
Daggett District,Daggett District,2019,64832.579999999994,131485.18,,,,,,,,,,198738.6,,,,,,,,,270937.93000000005,,,,,,,,,,,,,,141307.61999999997,,,,,,,,,322968.31999999995,,,,,,,,,181073.56,,,,,,,10265.14,,991.0,,,,,,,,,,,259570.21,,,20974.13,,,369773.94,,,
Daggett District,Daggett District,2020,98529.0,4821.0,,,,,,,,,,191349.0,,,,,,,,,295894.0,,,,,,,,,,,100.0,,,143218.0,,,,,,,,,324158.0,,,,,,,,,167719.0,,,,,,,11995.0,,956.0,,,,,,,,,,,156999.0,,,,,,357618.0,,,
Daggett District,Daggett District,2021,88597.0,9639.0,,,2531.0,,,,,,,193122.0,,,61733.0,,,,,,267619.0,,,,,,,,63881.0,,,,,,105343.0,,,,,,,,,320312.0,,,,,,,,,129255.0,,,,,,,23715.0,,,,,,,3223.0,,,,,,279847.0,,,,,,345130.0,,,
Daggett District,Flaming Gorge School,2018,274269.54000000004,,,,,,,,,,,5454.59,,,,,,,,,,,,,,,,,,,,3447.62,,,,,,,,,,,,34082.42,,,,,,,,,6476.12,,,,,,,179.6,,,,,,,,,,,,,2909.96,,,,,,,,,
Daggett District,Flaming Gorge School,2019,264831.91000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7466.91,,,,,,,,,,,,33464.26,,,,,,,,,8199.5,,,,,,,174.56,,,,,,,,,,,,,639.0,,,,,,,,,
Daggett District,Flaming Gorge School,2020,272446.0,,,,,,,,,,,1714.0,,,,,,,,,,,,,,,,,,,,11801.0,,,,,,,,,,,,42712.0,,,,,,,,,8518.0,,,,,,,88.0,,,,,,,,,,,,,3802.0,,,,,,,,,
Daggett District,Flaming Gorge School,2021,269625.0,1601.0,,,,,,,,,,831.0,,,,,,,,,,,,,,,,,,,,11451.0,,,,,,,,,,,,42663.0,,,,,,,,,10640.0,,,,,,,,,,,,,,,,,,,,7551.0,,,,,,,,,
Daggett District,Manila High,2018,1017844.96,4112.7300000000005,,,,,,,,,,23007.84,,,,,,,,,,,,,,,,,,,,133805.68,,,,,,,,,,,,112728.90999999999,,,,,,,,,83296.28,,,,,,,66409.83,,,,,,,,,,,,,20361.59,,,,,,,,,
Daggett District,Manila High,2019,1019159.3999999998,4356.960000000001,,,,,,,,,,25101.579999999998,,,,,,,,,,,,,,,,,,,,79647.64,,,,,,,,,,,,119181.38,,,,,,,,,92217.14,,,,,,,60078.43000000001,,,,,,,,,,,,,7521.95,,,,,,,,,
Daggett District,Manila High,2020,1069871.0,111940.0,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,,,,98317.0,,,,,,,,,,,,109653.0,,,,,,,,,76240.0,,,,,,,39207.0,,,,,,,,,,,,,21841.0,,,,,,,,,
Daggett District,Manila High,2021,1180717.0,99262.0,,,,,,,,,,4193.0,,,,,,,,,,,,,,,,,,,,104679.0,,,,,,,,,,,,142442.0,,,,,,,,,93214.0,,,,,,,55951.0,,,,,,,,,,,,,16850.0,,,,,,,,,
Daggett District,Manila School,2018,609612.0999999997,,,,,,,,,,,554.0,,,,,,,,,,,,,,,,,,,,122487.12,,,,,,,,,,,,48469.42,,,,,,,,,49122.44,,,,,,,60312.93,,,,,,,,,,,,,1146.3,,,,,,,,,
Daggett District,Manila School,2019,573111.62,,,,,,,,,,,2265.79,,,,,,,,,,,,,,,,,,,,115946.43,,,,,,,,,,,,41613.92999999999,,,,,,,,,49681.229999999996,,,,,,,57080.51999999999,,,,,,,,,,,,,1414.06,,,,,,,,,
Daggett District,Manila School,2020,633847.0,3082.0,,,,,,,,,,1362.0,,,,,,,,,,,,,,,,,,,,121906.0,,,,,,,,,,,,39741.0,,,,,,,,,49819.0,,,,,,,48762.0,,,,,,,,,,,,,499.0,,,,,,,,,
Daggett District,Manila School,2021,709051.0,2610.0,,,,,,,,,,1650.0,,,,,,,,,,,,,,,,,,,,149575.0,,,,,,,,,,,,46346.0,,,,,,,,,59910.0,,,,,,,50336.0,,,,,,,,,,,,,1106.0,,,,,,,,,
Davinci Academy,Davinci Academy,2016,4270387.0,244477.0,,,,,,,,,,45225.0,,,,,,,,,30629.0,,,,,,,,,,,540065.0,,,152618.0,,,,,,,,,739816.0,,,,,,,,,86631.0,,,,,,,302852.0,,,,,,,,,,,,,,,,,,,,,,784981.0
Davinci Academy,Davinci Academy,2017,4515667.1899999995,165374.37,,,,,,,,,,137687.87,,,,,,,,,69009.0,,,,,,,,,,,677527.52,,,435024.0,,,,,,,,,320526.96,,,,,,,,,90795.0,,,,,,,357139.08999999997,,,,,,,,,,,,,3235231.0,,,,,,226873.0,,,531545.0
Davinci Academy,Davinci Academy,2018,4947880.119999999,155308.41,,,,,,,,,,128459.29,,,,,,,,,644786.36,,,,,,,,,,,729871.3000000002,,,358315.2200000001,,,,,,,,,639006.9500000001,,,,,,,,,41735.39,,,,,,,341868.13,,13913.119999999999,,,,,,,,,,,699185.33,,,,,,841493.0,,,
Davinci Academy,Davinci Academy,2019,5169231.9799999995,225447.69999999998,,,,,,,,,,354518.77,,,,,,,,,63461.159999999996,,,,,,,,,,,801041.63,,,373132.61999999994,,,,,,,,,521439.0799999999,,,,,,,,,,,,,,,,355439.36,,26171.57,,,,,,,,,,,,,,187947.42,,,798022.0,,,
Davinci Academy,Davinci Academy,2020,6168211.300000002,201333.19,,,,,,,,,,37465.969999999994,,,,,,,,,107427.07999999999,,,,,,,,,,,762325.01,,,396969.45999999996,,,,,,,,,991876.7500000002,,,,,,,,,49241.53,,,,,,,365315.31,,18661.0,,,,,,,,,,,214037.19,,,,,,783893.76,,,
Davinci Academy,Davinci Academy,2021,5934733.970000002,250350.22,,,,,,,,,,55784.38,,,,,,,,,70404.79,,,,,,,,,,,1059321.91,,,376181.15,,,,,,,,,837839.9999999999,,,,,,,,,97899.22,,,,,,,405808.56000000006,,,,,,,,,,,,,259020.5,,,,,,813246.56,,,
Davis District,Adams School,2018,2253428.81,101050.56999999999,,,,,,,,,,40845.21,,,,,,,,,,,,,,,,,,,,235492.93000000002,,,,,,,,,,,,217538.64,,,,,,,,,3798.38,,,,,,,89064.23000000001,,,,,,,,,,,,,74331.99,,,,,,,,,
Davis District,Adams School,2019,2480414.13,90033.31,,,,,,,,,,42562.98999999999,,,,,,,,,,,,,,,,,,,,233103.86000000002,,,,,,,,,,,,199793.40000000002,,,,,,,,,5207.08,,,,,,,90809.70999999999,,,,,,,,,,,,,79621.39000000001,,,,,,,,,
Davis District,Adams School,2020,2674173.8799999994,54221.469999999994,,,,,,,,,,51633.85,,,,,,,,,,,,,,,,,,,,257946.56999999998,,,,,,,,,,,,210690.94,,,,,,,,,1493.38,,,,,,,85989.36000000002,,,,,,,,,,,,,45115.0,,,,,,,,,
Davis District,Adams School,2021,2657890.2199999997,117672.48000000001,,,,,,,,,,58423.530000000006,,,,,,,,,,,,,,,,,,,,265519.72,,,,,,,,,,,,228098.49,,,,,,,,,,,,,,,,87499.4,,,,,,,,,,,,,41038.75,,,,,,,,,
Davis District,Adelaide School,2018,1865172.91,27237.35,,,,,,,,,,39808.219999999994,,,,,,,,,,,,,,,,,,,,263672.7,,,,,,,,,,,,183464.12999999998,,,,,,,,,4857.14,,,,,,,110651.51000000001,,,,,,,,,,,,,162361.89,,,,,,,,,
Davis District,Adelaide School,2019,1905679.2600000005,30107.55,,,,,,,,,,36509.159999999996,,,,,,,,,,,,,,,,,,,,279405.51,,,,,,,,,,,,194615.3,,,,,,,,,2992.99,,,,,,,99108.88999999998,,,,,,,,,,,,,564707.92,,,,,,,,,
Davis District,Adelaide School,2020,2315037.4700000007,71886.68000000001,,,,,,,,,,43674.82,,,,,,,,,,,,,,,,,,,,270113.77,,,,,,,,,,,,175700.44,,,,,,,,,1517.88,,,,,,,107053.60999999999,,,,,,,,,,,,,54377.0,,,,,,,,,
Davis District,Adelaide School,2021,2224240.4899999993,71736.66,,,,,,,,,,43908.98,,,,,,,,,,,,,,,,,,,,289510.2099999999,,,,,,,,,,,,178416.23,,,,,,,,,,,,,,,,85110.45000000001,,,,,,,,,,,,,17478.0,,,,,,,,,
Davis District,Antelope School,2018,2539780.6999999997,38059.61,,,,,,,,,,42506.280000000006,,,,,,,,,,,,,,,,,,,,227055.12,,,,,,,,,,,,243832.81,,,,,,,,,5040.85,,,,,,,123774.26999999999,,,,,,,,,,,,,115823.85,,,,,,,,,
Davis District,Antelope School,2019,2686091.2899999996,40068.26,,,,,,,,,,44453.18,,,,,,,,,,,,,,,,,,,,244533.93000000002,,,,,,,,,,,,243527.14,,,,,,,,,4432.99,,,,,,,134495.19999999998,,,,,,,,,,,,,117029.66,,,,,,,,,
Davis District,Antelope School,2020,2950933.8799999994,80394.52000000002,,,,,,,,,,46730.43,,,,,,,,,,,,,,,,,,,,265351.03,,,,,,,,,,,,250671.79000000004,,,,,,,,,1989.37,,,,,,,164055.0,,,,,,,,,,,,,121989.5,,,,,,,,,
Davis District,Antelope School,2021,3238411.4399999985,89168.70999999999,,,,,,,,,,49897.15,,,,,,,,,,,,,,,,,,,,290852.88999999996,,,,,,,,,,,,255713.33999999997,,,,,,,,,,,,,,,,142817.06,,,,,,,,,,,,,37498.41,,,,,,,,,
Davis District,Bluff Ridge School,2018,3573243.4299999997,45802.11,,,,,,,,,,59573.05000000001,,,,,,,,,,,,,,,,,,,,291098.61000000004,,,,,,,,,,,,259182.15999999997,,,,,,,,,7732.64,,,,,,,113449.53,,,,,,,,,,,,,362203.71,,,,,,,,,
Davis District,Bluff Ridge School,2019,3427947.6399999987,48084.78,,,,,,,,,,63844.3,,,,,,,,,,,,,,,,,,,,275268.07999999996,,,,,,,,,,,,240711.16000000003,,,,,,,,,6853.2,,,,,,,112414.21,,,,,,,,,,,,,183857.61,,,,,,,,,
Davis District,Bluff Ridge School,2020,3792725.9799999995,41830.060000000005,,,,,,,,,,63005.26,,,,,,,,,,,,,,,,,,,,283098.8,,,,,,,,,,,,232234.69,,,,,,,,,2651.13,,,,,,,95576.79000000001,,,,,,,,,,,,,96827.95,,,,,,,,,
Davis District,Bluff Ridge School,2021,3580802.7700000005,89773.61,,,,,,,,,,68641.78,,,,,,,,,,,,,,,,,,,,307381.98000000004,,,,,,,,,,,,259954.08,,,,,,,,,,,,,,,,69712.29,,,,,,,,,,,,,36033.83,,,,,,,,,
Davis District,Boulton School,2018,2078374.7700000005,45593.26,,,,,,,,,,53426.66999999999,,,,,,,,,,,,,,,,,,,,237751.84999999998,,,,,,,,,,,,181835.40999999997,,,,,,,,,2034.8600000000001,,,,,,,75068.14000000001,,,,,,,,,,,,,188338.27000000002,,,,,,,,,
Davis District,Boulton School,2019,2270777.0700000008,47683.649999999994,,,,,,,,,,56242.88,,,,,,,,,,,,,,,,,,,,238285.38,,,,,,,,,,,,181085.77000000002,,,,,,,,,2406.99,,,,,,,78063.89,,,,,,,,,,,,,43463.93,,,,,,,,,
Davis District,Boulton School,2020,2310041.73,50176.590000000004,,,,,,,,,,54956.67,,,,,,,,,,,,,,,,,,,,252679.69,,,,,,,,,,,,154197.02000000002,,,,,,,,,133.53999999999996,,,,,,,82305.45,,,,,,,,,,,,,86047.76,,,,,,,,,
Davis District,Boulton School,2021,2355943.4399999995,53843.11,,,,,,,,,,57778.06,,,,,,,,,,,,,,,,,,,,276964.50000000006,,,,,,,,,,,,172094.24,,,,,,,,,,,,,,,,71454.13,,,,,,,,,,,,,1015.35,,,,,,,,,
Davis District,Bountiful High,2018,7324542.479999998,471336.87,,,,,,,,,,92469.90999999999,,,,,,,,,,,,,,,,,,,,927683.5199999999,,,,,,,,,,,,661990.0900000001,,,,,,,,,52521.53,,,,,,,123262.41,,,,,,,,,,,,,494115.88,,,,,,,,,
Davis District,Bountiful High,2019,7500190.839999997,494350.7,,,,,,,,,,79436.29999999999,,,,,,,,,,,,,,,,,,,,975077.08,,,,,,,,,,,,661763.96,,,,,,,,,50775.869999999995,,,,,,,128494.42,,,,,,,,,,,,,175357.65,,,,,,,,,
Davis District,Bountiful High,2020,7705394.160000001,515816.1,,,,,,,,,,90314.08,,,,,,,,,,,,,,,,,,,,1095559.01,,,,,,,,,,,,652928.1000000001,,,,,,,,,49954.25,,,,,,,120533.67,,,,,,,,,,,,,237369.43,,,,,,,,,
