LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Canyons District,Oak Hollow School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-766.41,,,,,,,,,-24626.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53400.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195299.9500000007,,,76394.4,,,,,,,,,,,,89818.81,20892.08,,,7429.28,,,,,,,,,,,,,227806.77000000002,452.18,,,,,,,,,,1459.4599999999998,,91990.72,,,,,,146260.31,,,,,,,,166231.48999999996,,,,,,,,,,,3184.07,,,,,30315.269999999997,,,,,,
Canyons District,Oak Hollow School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19472.61,2159.05,,,,,,44596.57,,,,,,,,,-12.21,,,,,,,-754.96,5782.860000000001,,,,,,,,-409.7900000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59666.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304309.83,,,76931.93,,,,,,,,,,,,102110.60000000002,22965.199999999997,,,6818.95,,,,,,,,,,,,,238078.4,1158.55,,,,,,,,,,2117.08,,83639.10999999999,,,,,,160739.04,,,,,,,,194116.71000000002,,5000.0,,,,,,,,,13756.76,,,,,35636.95,,,,,,
Canyons District,Oak Hollow School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33006.85,2724.3,,,1192.0,,,32692.52,,,,,,,,,241.0,,,,,,,2939.2,13341.779999999999,,,,,,,,14665.560000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73053.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382390.210000001,,,46904.46000000001,,,,20190.149999999998,,,,95533.4,,,,,24868.480000000003,,,5170.59,,,,,,,,,,,,,238782.59999999998,3126.0099999999998,,,,,,,,,,2239.71,,80590.66999999998,,,,,,145646.34,,,,,,,,221200.11000000002,,6000.0,,,,,,,,,37279.8,,,,,22739.32,,,,,,
Canyons District,Oak Hollow School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.07,,,24549.04,2184.86,,,801.35,,,44145.87,,,,,,,,,101.0,,,,,,,0.0,15321.63,,,,,,,,15077.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161875.28999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502094.1400000006,,,153982.93000000002,,,,2018.8000000000002,,,763.2700000000001,94980.26000000001,,,,,21030.0,,,6814.41,,,,,,,,,,,,,244524.06999999998,4529.71,,,,,,,,,,318.77,,81332.44,,,,,,129921.19,,,,,,,,208372.06999999995,,8000.0,,,,,,,,,43216.52,,,,,195896.09,,,,,,
Canyons District,Oak Hollow School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.64,,,1063.19,1762.2,,,,,,57851.439999999995,,,,,,,,,60.0,,,,,,,-944.95,12144.75,,,,,,,,15938.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132685.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506537.7800000003,,,163659.23,,,,,,,214.11000000000004,106836.25000000001,,,,,23693.73,,,26714.78,,,,,,,,,,,,,254856.1,5679.62,,,,,,,,,,310.13,,84752.25,,,,,,132022.34,,,,,,,,249933.77000000002,,5800.0,,,,,,,,,,,,,,4453.74,,,,,,
Canyons District,Oakdale School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41296.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.73,,,,,,,,,-15512.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34091.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269241.9800000002,,,38169.84,,,,,,,,,,,1040.16,83390.27000000002,25441.33,,,5130.83,,,,,,,,,,,,,198262.07,829.26,,,,,,,,,,1154.89,,98245.36000000002,,,,,,103617.62,,,,,,,,139884.59,,,2350.0,,,,,,,,,,,,,11649.5,,,,,,
Canyons District,Oakdale School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65873.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.38,,,,,,,,,-15512.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39589.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575319.47,,,32815.12,,,,,,,,,,,,178857.37,26369.719999999998,,,5363.17,,,,,,,,,,,,,208516.18,1018.06,,,,,,,,,,,,100900.12,,,,,,95543.43,,,,,,,,144915.44000000003,,3250.0,,,,,,,,,,,,,,29855.84,,,,,,
Canyons District,Oakdale School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53228.41,,,,,,,,,,,,21881.25,1461.1,,,,,,51644.12,,,,,,,,,79.99,,,,,,,2.4000000000000057,13337.95,,,,,,,,16713.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47644.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743425.37,,,54675.37000000001,,,,,,,,81827.81999999999,,,28.92,,28274.269999999997,,,5668.48,,,,,,,,,,,,,228425.29999999996,3029.5399999999995,,,,,,,,,,,,101632.52999999998,,,,,,106453.34,,,,,,,,138743.4,,6000.0,,,,,,,,,5911.54,,,,,604575.22,,,,,,
Canyons District,Oakdale School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40910.22,,,,,,,,,399.04,,,12547.61,1170.0,,,,,,59426.829999999994,,,,,,,,,134.21,,,,,,,0.0,12618.05,,,,,,,,705.4899999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86571.20999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903897.880000001,,,114762.91999999997,,,,,,,,105473.89000000001,,,,,28054.219999999998,,,3614.44,,,,,,,,,,,,,228528.33000000005,2820.55,,,,,,,,,,,,103933.11,,,,,,97583.54,,,,,,,,126910.68,,10335.0,,,,,,,,,950.0,,,,,580678.85,,,,,,
Canyons District,Oakdale School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42271.46,,,,,,,,,219.86,,,1243.42,557.8,,,,,,69711.73999999999,,,,,,,,,100.0,,,,,,,-72.68,-601.0600000000001,,,,,,,,2327.379999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89676.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021143.130000001,,,121909.00000000001,,,,,,,,14621.44,,,,,30013.57,,,12576.1,,,,,,,,,,,,,232716.55,1114.51,,,,,,,,,,,,108643.03999999998,,,,,,131476.06,,,,,,,,128555.45,,4500.0,,,,,,,,,11257.5,,,,,11037.47,,,,,,
Canyons District,Park Lane School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-106.88,,,,,,,,,-11050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32245.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494729.28,,,70126.28,,,,,,,,,,,603.35,87997.80000000002,20393.14,,,5453.18,,,,,,,,,,,,1413.1599999999999,204451.79000000004,768.31,,,,,,,,,,,,98635.17,,,,,,132556.66,,,,,,,,125493.37000000002,,,2000.0,,,,,,,,,1140.0,,,,30345.61,,,,,,
Canyons District,Park Lane School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50643.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35644.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535871.4100000001,,,78347.81,,,,,,,,,,,984.4599999999999,97031.43000000001,21456.77,,,5635.97,,,,,,,,,,,,,223502.80000000002,1066.52,,,,,,,,,,1172.18,,100827.76000000001,,,,,,113395.25,,,,,,,,143188.82,,1000.0,,,,,,,,,,,,,,558393.28,,,,,,
Canyons District,Park Lane School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.15,,,,,,,,,,,,9416.11,1023.75,,,3804.33,,,42758.22,,,,,,,,,590.07,,,,,,,,21052.24,,,,,,,,487.53000000000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39824.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662703.3299999998,,,93831.47000000002,,,,,,,,103065.01000000001,,,1775.4700000000003,,22088.77,,,4314.59,,,,,,,,,,,,,240531.18,4594.9400000000005,,,,,,,,,,722.3599999999999,,107592.12000000001,,,,,,136413.17,,,,,,,,150462.69999999998,,250.0,,,,,,,,,6007.77,,,,,504782.63,,,,,,
Canyons District,Park Lane School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36675.37,,,,,,,,,344.39,,,10495.42,1739.8,,,,,,56099.51,,,,,,,,,283.2,,,,,,,,5014.07,,,,,,,,13124.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80361.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057758.65,,,154430.54000000004,,,,,,,414.71,101546.63,,,2027.3500000000001,,23510.480000000003,,,3993.1000000000004,,,,,,,,,,,,790.9399999999999,248437.02,5539.15,,,,,,,,,,260.09999999999997,,108240.41,,,,,,114625.21,,,,,,,,180414.18,,200.0,,,,,,,,,18369.22,11050.0,,,,4473.55,,,,,,
Canyons District,Park Lane School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48527.16,,,,,,,,,260.96,,,1067.75,349.0,,,,,,62652.00000000001,,,,,,,,,328.04,,,,,,,,2150.44,,,,,,,,683.3600000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101251.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165217.1100000003,,,110226.31,,,,,,,,111602.2,,,2481.77,,24681.98,,,5950.33,,,,,,,,,,,,,262150.82,5845.139999999999,,,,,,,,,,,,117126.4,,,,,,127842.71,,,,,,,,206883.31,,1050.0,,,,,,,,,2476.0,,,,,17552.49,,,,,,
Canyons District,Peruvian Park School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40536.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787297.29,,,34234.960000000014,,,,,,,,,,,,56726.490000000005,14941.86,,,8717.93,,,,,,,,,,,,1462.2699999999998,210469.51,2960.46,,,,,,,,,,,,82090.83000000002,,,,,,122312.95,,,,,,,,166800.06000000003,,,800.0,,,,,,,,1362.69,,,,,124797.64,,,,,,
Canyons District,Peruvian Park School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28565.33,1314.7,,,58.2,,,36872.0,,,,,,,,,418.0,,,,,,,-11.4,9588.55,,,,,,,,966.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896811.29,,,37141.66,,,,,,,,3258.42,,,,83714.81,16071.9,,,6398.219999999999,,,,,,,,,,,,1433.13,199980.09999999998,4744.92,,,,,,,,,,,,68311.54,,,,,,118163.28000000001,,,,,,,,185241.77000000002,,8750.0,,,,,,,,,,,,,,8348.17,,,,,,
Canyons District,Peruvian Park School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27325.56,640.99,,,,,,38751.6,,,,,,,,,544.0,,,,,,,,9312.2,,,,,,,,3144.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56523.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895858.01,,,71518.91000000003,,,,,,,,93411.07,,,,,17528.69,,,5965.91,,,,,,,,,,,,,210777.46,4275.05,,,,,,,,,,,,72926.51999999997,,,,,,98361.88999999998,,,,,,,,202325.98,,1190.0,,,,,,,,,250.96,,,,,31480.07,,,,,,
Canyons District,Peruvian Park School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.64,,,21963.0,553.0,,,,,,40340.07,,,,,,,,,455.0,,,,,,,,11020.630000000001,,,,,,,,2950.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122522.20999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304443.1100000003,,,89647.63999999998,,,,,,,,102196.46,,,,,19196.91,,,4955.72,,,,,,,,,,,,,227488.18,5406.469999999999,,,,,,,,,,,,80285.72,,,,,,100001.59000000001,,,,,,,,182197.06,,1000.0,,,,,,,,,610.75,,,,,3517.19,,,,,,
Canyons District,Peruvian Park School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8,,,1579.55,40.0,,,,,,37665.59,,,,,,,,,370.56,,,,,,,,1250.0,,,,,,,,2383.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132995.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484892.3899999997,,,96076.19000000005,,,,,,,235.69999999999996,112514.06000000003,,,,,22198.6,,,6915.3099999999995,,,,,,,,,,,,,244055.04999999996,3395.6,,,,,,,,,,2044.6299999999999,,85619.44,,,,,,93341.08,,,,,,,,179242.56,,1250.0,,,,,,,,,,757475.46,2998191.56,,,197914.1,,,,,,
Canyons District,Quail Hollow School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.33,,,,,,,,,-2257.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38863.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117475.7,,,55689.07000000001,,,,,,,133.66,,,,,82362.34000000001,23320.350000000002,,,5194.429999999999,,,,,,,,,,,,1416.03,213371.32,2355.88,,,,,,,,,,,,86015.89,,,,,,151422.84999999998,,,,,,,,136762.16,,,2000.0,,,,,,,,2949.55,,,,,182068.93,,,,,,
Canyons District,Quail Hollow School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64479.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-152.48,,,,,,,,,-2206.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47460.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269856.8000000007,,,75069.54000000001,,,,,,,,,,,,89477.96,26242.68,,,5488.3,,,,,,,,,,,,1385.7900000000002,226289.16000000003,374.52,,,,,,,,,,278.28000000000003,,92561.87,,,,,,139896.01,,,,,,,,150489.0,,2654.3,,,,,,,,,1267.4,,,,,269228.58999999997,,,,,,
Canyons District,Quail Hollow School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.88,,,,,,,,,,,,18327.99,378.5,,,,,,23920.399999999998,,,,,,,,,359.51,,,,,,,117.60999999999999,22282.47,,,,,,,,3760.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560450.3799999994,,,136125.93,,,,,,,268.09,93911.85999999999,,,,,29196.210000000003,,,6034.370000000001,,,,,,,,,,,,1757.73,238861.3,3021.2,,,,,,,,,,379.09000000000003,,93231.18,,,,,,138636.48,,,,,,,,137469.04,,3997.5,,,,,,,,,2611.35,,,,,253916.75999999998,,,,,,
Canyons District,Quail Hollow School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49590.12,,,,,,,,,171.21,,,16318.6,284.0,,,,,,22990.100000000002,,,,,,,,,271.0,,,,,,,315.07000000000005,13877.859999999999,,,,,,,,2952.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110209.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608277.9499999993,,,190354.08999999997,,,,,,,428.16,105523.62999999998,,,,,23528.699999999997,,,4851.99,,,,,,,,,,,,1454.03,247280.21000000002,3112.05,,,,,,,,,,,,93306.74999999999,,,,,,138435.06,,,,,,,,134704.35000000003,,10200.0,,,,,,,,,25270.4,,,,,142796.27,,,,,,
Canyons District,Quail Hollow School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43418.41,,,,,,,,,78.49,,,845.0,421.25,,,,,,24202.69,,,,,,,,,325.0,,,,,,,-19.95,1992.5,,,,,,,,2329.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111427.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705921.71,,,214601.15999999997,,,,,,,,6039.0199999999995,,,,,24202.59,,,7872.61,,,,,,,,,,,,1134.84,264049.44999999995,2582.9000000000005,,,,,,,,,,,,103084.11,,,,,,145891.06,,,,,,,,168831.48,,950.0,,,,,,,,,,,,,,10243.41,,,,,,
Canyons District,Ridgecrest School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2779.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48118.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818194.57,,,44031.95,,,,,,,147.6,,,,3528.92,91388.58,18887.86,,,7958.2,,,,,,,,,,,,1425.1099999999997,184493.00999999998,1027.37,,,,,,,,,,1464.33,,78582.14,,,,,,117999.0,,,,,,,,189649.50999999998,,,6500.0,,,,,,,,,,,,,418470.13999999996,,,,,,
Canyons District,Ridgecrest School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20831.74,1213.0,,,31620.69,,,20424.629999999997,,,,,,,,,387.3,,,,,,,-92.35,5945.92,,,,,,,,-1273.1799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58756.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095237.3599999996,,,49257.43,,,,,,,,,,,3162.92,102720.44000000002,17393.29,,,4556.2,,,,,,,,,,,,1393.3200000000002,197830.22999999998,6018.14,,,,,,,,,,312.05999999999995,,84770.47,,,,,,93482.37,,,,,,,,213728.76,,4000.0,,,,,,,,,,,,,,51394.2,,,,,,
Canyons District,Ridgecrest School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,37822.37,,,,,,,,,,,,26337.99,1740.35,,,10014.84,,,18204.9,,,,,,,,,573.25,,,,,,,,11077.67,,,,,,,,2558.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57837.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126247.0199999996,,,72270.68000000001,,,,,,,,53242.47,,,901.66,,8148.33,,,6021.7699999999995,,,,,,,,,,,,1766.3200000000002,209598.95,3902.2299999999996,,,,,,,,,,543.0699999999999,,93315.70999999999,,,,,,104639.81,,,,,,,,192196.34000000003,,3500.0,,,,,,,,,,100.0,,,,53326.56,,,,,,
Canyons District,Ridgecrest School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24571.64,,,,,,,,,152.11,,,18961.26,1107.5,,,5746.08,,,16887.98,,,,,,,,,594.65,,,,,,,0.0,12034.49,,,,,,,,3018.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120596.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299769.519999998,,,84739.62000000001,,,,,,,,112328.47000000002,,,901.6700000000001,,19223.280000000002,,,1499.11,,,,,,,,,,,,1461.58,217048.72000000003,4993.530000000001,,,,,,,,,,2802.67,,101510.47000000002,,,,,,95591.12000000001,,,,,,,,199976.9400000001,,13482.38,,,,,,,,,,,,,,163626.01,,,,,,
Canyons District,Ridgecrest School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,47249.88,,,,,,,,,53.67,,,1153.05,599.0,,,,,,14720.960000000001,,,,,,,,,371.3,,,,,,,-81.23,4202.29,,,,,,,,2313.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139853.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304074.100000002,,,129456.98999999999,,,,,,,,116970.07,,,,,20712.130000000005,,,9662.0,,,,,,,,,,,,1141.08,230507.41,4792.67,,,,,,,,,,389.08,,98673.66,,,,,,144064.33,,,,,,,,194602.41999999998,,2500.0,,,,,,,,,,,,,,104375.11,,,,,,
