LEA,school,year,r_1100,r_1110,r_1111,r_1112,r_1113,r_1114,r_1115,r_1118,r_1124,r_1125,r_1128,r_1129,r_1134,r_1135,r_1136,r_1140,r_1154,r_1160,r_1162,r_1164,r_1174,r_1178,r_1184,r_1190,r_1199,r_1200,r_1300,r_1310,r_1320,r_1330,r_1340,r_1400,r_1410,r_1420,r_1440,r_1500,r_1510,r_1515,r_1540,r_1610,r_1620,r_1690,r_1700,r_1710,r_1720,r_1730,r_1740,r_1741,r_1742,r_1743,r_1744,r_1745,r_1746,r_1747,r_1748,r_1750,r_1760,r_1770,r_1780,r_1790,r_1800,r_1900,r_1910,r_1920,r_1930,r_1940,r_1950,r_1960,r_1965,r_1970,r_1980,r_1990,r_2000,r_3000,r_3005,r_3010,r_3013,r_3015,r_3020,r_3025,r_3100,r_3105,r_3110,r_3115,r_3120,r_3125,r_3128,r_3130,r_3155,r_3160,r_3200,r_3209,r_3210,r_3211,r_3212,r_3213,r_3215,r_3218,r_3220,r_3221,r_3230,r_3270,r_3300,r_3322,r_3336,r_3400,r_3405,r_3410,r_3415,r_3423,r_3435,r_3448,r_3467,r_3468,r_3470,r_3471,r_3477,r_3480,r_3500,r_3515,r_3520,r_3522,r_3555,r_3560,r_3600,r_3610,r_3612,r_3613,r_3635,r_3636,r_3637,r_3641,r_3646,r_3650,r_3655,r_3661,r_3687,r_3700,r_3701,r_3703,r_3704,r_3706,r_3708,r_3709,r_3710,r_3713,r_3714,r_3716,r_3717,r_3718,r_3719,r_3720,r_3721,r_3725,r_3760,r_3762,r_3764,r_3769,r_3770,r_3772,r_3774,r_3776,r_3780,r_3785,r_3795,r_3799,r_3800,r_3805,r_3807,r_3808,r_3810,r_3816,r_3851,r_3861,r_3862,r_3865,r_3866,r_3867,r_3868,r_3876,r_3878,r_3881,r_3882,r_3900,r_3990,r_5000,r_5100,r_5110,r_5120,r_5130,r_5140,r_5200,r_5210,r_5300,r_5400,r_5500,r_5600,r_5900,r_6100,r_6200,r_6300,r_6400,e_1000,e_2100,e_2110,e_2120,e_2130,e_2140,e_2150,e_2160,e_2170,e_2180,e_2190,e_2200,e_2210,e_2212,e_2213,e_2219,e_2220,e_2230,e_2240,e_2290,e_2300,e_2310,e_2311,e_2312,e_2315,e_2316,e_2317,e_2319,e_2320,e_2321,e_2329,e_2400,e_2410,e_2490,e_2500,e_2510,e_2520,e_2530,e_2540,e_2560,e_2570,e_2580,e_2590,e_2600,e_2610,e_2620,e_2630,e_2640,e_2650,e_2660,e_2670,e_2680,e_2700,e_2710,e_2720,e_2730,e_2790,e_2795,e_2900,e_3100,e_3200,e_3300,e_3310,e_3350,e_3360,e_3370,e_3390,e_3395,e_4000,e_4100,e_4200,e_4300,e_4500,e_4502,e_4600,e_4700,e_4900,e_5000,e_5100,e_5200,e_5300,e_5900
Success Academy,Success SUU,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,61128.91,,,,,,,,,100400.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.52,,,,1981125.24,,,161195.36,,85357.59,,,,,,,,,,902311.52,,,,,,,,,,,,258346.43,,,103007.01,,,,,,,,,,,,,251766.69999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14285.0,,,,,,,1581751.0,-1581751.0,,,,,,,,,,2264599.49,522017.0300000001,,,,,,,,,,130881.81,,,,,,,,,192469.7,,,,,,,,,,,439325.33,,,58892.47,,,,,,,,,100012.84,,,,,,,,,3690.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Academy,Success SUU,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64762.45,,,,,,,,,24985.63,,,,,,,,,,,,,,,,,,,,,,,,,,,34.44,,,,,,,,210.31,,,,2187919.93,,,194839.17,,157677.93,,,,,,,,,,1002725.49,,,,,,,,,,,,217020.91999999998,,,104027.69,,,,,,,,,,,,,199457.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926592.6100000001,247921.21000000002,,,,,,,,,,75408.18999999999,,,,,,,,,98111.25,,,,,,,,,,,195492.88999999998,,,230228.90000000002,,,,,,,,,1041015.83,,,,,,,,,243.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Academy,Summit Academy,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,269681.0,,,,,,,,,10766.0,,,506831.0,49872.0,,,13887.0,,762.0,39458.0,,,,,,,,,4177.0,,,,3108.0,5065.0,,39661.0,79813.0,,,126790.0,,,,,437.0,,,,4900914.0,,,242987.0,,,404637.0,,,8310.0,12345.0,,,25272.0,,,,,7416.0,,,,,,,493029.0,,,,17952.0,,,54918.0,,,,,,,,,,,,,112270.0,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,3149784.0,,,180400.0,,,,,,,137675.0,,,,,3664.0,,43029.0,,,3586.0,,,,,,156028.0,,15895.0,434874.0,,,41161.0,,,,,,,,,,,,,,,,,,,,5426923.0,384556.0,,,,,,,,,,90303.0,,,,,,,,,217815.0,,,,,,,,,,,692477.0,,,288967.0,,,,,,,,,1944219.0,,,,,,,,,64518.0,,,,,,,773996.0,,131386.0,,,,,,,,,,,,,,390827.0,,,1248747.0,,,
Summit Academy,Summit Academy,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,32552.0,,359449.0,,,,,,,,,15647.0,,,586149.0,64320.0,,,3389.0,,3120.0,79689.0,,,,,,,,,5002.0,,,,700.0,19372.0,,72141.0,96396.0,,,361499.0,,,,,2862.0,,,,6656688.0,,,354432.0,,,1111987.0,10125.0,,2259.0,12151.0,2226.0,,25159.0,,,,,10066.0,,,,,,,676953.0,,,,40237.0,,,25653.0,,,,,,,,,,,,,152356.0,,,,,,,,10000.0,,,30306.0,,,62636.0,,,,,,,,,,,,,,,,4824411.0,,,241100.0,,,,,164643.0,,500.0,,,,,3929.0,,62578.0,,,2239.0,,,,,,67443.0,,17979.0,501454.0,,,75916.0,,,,,,,,,,,,,,,,,,,,7815054.0,639644.0,,,,,,,,,,228139.0,,,,,,,,,329930.0,,,,,,,,,,,972023.0,,,356179.0,,,,,,,,,2891366.0,,,,,,,,,89861.0,,,,,,,988916.0,,202375.0,,,,,,,,,,,,,,168119.0,,,1244687.0,,,
Summit Academy,Summit Academy,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,393481.0,,,,,,50000.0,,,26268.0,,,549063.0,59282.0,,,5483.0,,914.0,86585.0,,,,,,,,,4993.0,,,,445.0,,,85177.0,107632.0,,,14364.0,,,,,14697.0,,,532800.0,6661463.0,,,376228.0,,2352346.0,,,,,,,,,,27104.0,,,,,,,,,,,,61281.0,,,6736910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213794.0,,,,,,,,,,,,,,,,,,129452.0,,,,,,,,,,,,,,,,,,9170679.0,787912.0,,,,,,,,,,264080.0,,,,,,,,,235610.0,,,,,,,,,,,1029417.0,,,379345.0,,,,,,,,,2922143.0,,,,,,,,,137216.0,,,,,,,976322.0,,239773.0,,,,,,,,,,,,,,,,,1218180.0,,,
Summit Academy,Summit Academy,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,383102.0,,,,,,50000.0,,,131222.0,,,556779.0,64497.0,,,,,,4.0,,,,,,,,,,,,,,,,12935.0,4025.0,,,34520.0,,,,,4868.0,,,537955.0,6729306.0,,,404628.0,,2685355.0,,,,,,,,,,5797121.0,,,,,,,,,,,,174363.0,,,672981.0,,,,,,,,,,,,,240601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226331.0,,,,,,,,,,,,,,,,,,115746.0,,,,,,,,,945997.0,,,,,,,,,0.0,,,,,,,,,,,50383.0,,,,,,,,,334692.0,,,,,,,,,,,,,,372153.0,,,,,,,,,-1578.0,,,,,,,,,136128.0,,,,,,,864790.0,,248309.0,,,,,,,,,,,,,,,,,-2202.0,,,
Summit Academy,Summit Academy,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360283.0,,,,,33150.0,,,,181957.0,,,505273.0,,,,,,,,,,,,,,,,,,,,,,,,480.0,3107.0,,41175.0,,,,,249699.0,,,511683.0,6913980.0,,,424146.0,,2852624.0,,,,,,,,,,6068751.0,,,,,,,,,,,,189948.0,,,705372.0,,,,,,,,,,,,,544156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255426.0,,,,,,,,,,,,,,,,,,2881.0,,,,,,,,,,48000499.0,,,60075.0,,,,,507105.0,106050.0,,,,,,,,,,337087.0,,,,,,,,,232217.0,,,,,,,,,,,21006.0,,,278879.0,,,,,,,,,110598.0,,,,,,,,,117963.0,,,,,,,714206.0,,215203.0,,,,,,,,,,,,,,31517441.0,,,1706989.0,,,
Summit Academy,Summit Academy,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,411738.0,,,,,25000.0,,,,59373.0,,,60784.0,,,,,,,1317.0,,,,,,,,,,150.0,454.0,,,,,77719.0,7902.0,,,58000.0,,,,,429579.0,,,506262.0,6880354.0,,,491320.0,,2496208.0,,,,,,,,,,5408021.0,,,,,,,,,,,,169495.0,,,676123.0,,,,,,,,,,,,,646527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262919.0,166158.0,,,,,,,,,,324050.0,,,,,,,,,227461.0,,,,,,,,,,,213455.0,,,331941.0,,,,,,,,,90744.0,,,,,,,,,81426.0,,,,,,,801602.0,,20714.0,,,,,,,,,,,-8394.0,,,,,,458812.0,,,
Summit Academy,Summit Academy - Bluffdale,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,14663.0,36063.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243091.0,228817.0,,,,,,,,,,91030.0,,,,,,,,,,,,,,,,,,,,282122.0,,,0.0,,,,,,,,,1129031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.0,,,
Summit Academy,Summit Academy - Bluffdale,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533.0,,,,,,,119.0,,,,,,,,,,,19984.0,,,,,14140.0,1939.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504320.0,253499.0,,,,,,,,,,41355.0,,,,,,,,,8191.0,,,,,,,,,,,193768.0,,,1722.0,,,,,,,,,234799.0,,,,,,,,,,,,,,,,851.0,,646.0,,,,,,,,,,,,,,,,,,,,
Summit Academy,Summit Academy - Bluffdale,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449.0,,,,,,,10.0,,,,,,,,,2575.0,770.0,1966.0,,,,,3875.0,3293.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,65805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310073.0,216665.0,,,,,,,,,,28907.0,,,,,,,,,8452.0,,,,,,,,,,,255151.0,,,2531.0,,,,,,,,,212991.0,,,,,,,,,12164.0,,,,,,,42766.0,,,,,,,,,,,,,8394.0,,,,,,864102.0,,,
Summit Academy,Summit Academy - Draper Campus,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718.0,,305.0,56923.0,,,,,,,,,5440.0,,,,,,,40309.0,54698.0,1000.0,,,,,,,6574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450104.0,408017.0,,,,,,,,,,100034.0,,,,,,,,,,,,,,,,,,,,342505.0,,,0.0,,,,,,,,,403539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256143.0,,,
Summit Academy,Summit Academy - Draper Campus,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5672.0,,,,,,,39142.0,,,,,,,,,2962.0,,4557.0,,,,,27495.0,15034.0,1270.0,,621.0,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405348.0,285948.0,,,,,,,,,,132724.0,,,,,,,,,10945.0,,,,,,,,,,,285979.0,,,5316.0,,,,,,,,,369081.0,,,,,,,,,29.0,,,,,,,3488.0,,,,,,,,,,,,,,,,,,,16593982.0,,,
Summit Academy,Summit Academy - Draper Campus,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7167.0,,,,,,,45146.0,,,,,,,,,5331.0,387.0,22022.0,,498.0,,,13486.0,4512.0,,,,,,,,8724.0,,,,,,,,,10000.0,,,,,,,,,,96772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,111378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788295.0,235717.0,,,,,,,,,,84898.0,,,,,,,,,17680.0,,,,,,,,,,,290489.0,,,27970.0,,,,,,,,,410656.0,,,,,,,,,13399.0,,,,,,,80130.0,,22.0,,,,,,,,,,,,,,,,,940239.0,,,
Summit Academy,Summit Academy - Independence,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692.0,,2984.0,41212.0,,,,,,,,,343.0,,,,,,,15756.0,49178.0,,,560.0,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789326.0,442829.0,,,,,,,,,,105872.0,,,,,,,,,4870.0,,,,,,,,,,,362015.0,,,,,,,,,,,,1449063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0,,,
Summit Academy,Summit Academy - Independence,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876.0,,,,,,,51526.0,,,,,,,,,-626.0,,16589.0,,,,,16888.0,16146.0,,,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4241047.0,306003.0,,,,,,,,,,59809.0,,,,,,,,,19733.0,,,,,,,,,,,272769.0,,,2192.0,,,,,,,,,280127.0,,,,,,,,,10.0,,,,,,,18302.0,,3252.0,,,,,,,,,,,,,,31376.0,,,,,,
Summit Academy,Summit Academy - Independence,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470.0,,,,,,,44154.0,,,,,,,,,5517.0,723.0,27323.0,,9642.0,,,26193.0,7643.0,,412.0,,,,,,-78.0,,,,,,,,,6655.0,,,,,,,,,,96772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,145197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008546.0,343134.0,,,,,,,,,,64182.0,,,,,,,,,24053.0,,,,,,,,,,,347096.0,,,3782.0,,,,,,,,,285704.0,,,,,,,,,9297.0,,,,,,,85155.0,,3155.0,,,,,,,,,,,8106.0,,,,,,932755.0,,,
Summit Academy High School,Summit Academy High School,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.0,,,127581.0,,,,18011.0,,4788.0,206081.0,,,,,,,,,4959.0,,,,519.0,,,477205.0,86334.0,,,,,,,,15960.0,,,,2091579.0,,,132323.0,,,288013.0,21644.0,,2259.0,4283.0,,,,,,,,3165.0,,7909.0,,,,,,,,,16723.0,,,23031.0,,,,,,,,,,1140.0,,,35921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982998.0,,,56300.0,,,,,38311.0,,500.0,,,,,1199.0,,,12190.0,,1392.0,,,,,,,,4860.0,126901.0,,,,,,,,,,,,,,,,,,0.0,,,,,1920268.0,144825.0,,,,,,,,,,4441.0,,,,,,,,,19488.0,,,,,,,,,,,340311.0,,,61730.0,,,,,,,,,187425.0,,,,,,,,,5769.0,,,,,,,190430.0,,13728.0,,,,,,,,,,,504226.0,,,,,,1473885.0,,,
Summit Academy High School,Summit Academy High School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,57292.0,,,,,,,,,,,4181.0,,,121142.0,,,,34331.0,,13410.0,220349.0,,,,,,,,,3205.0,,,,367.0,,,15660.0,86563.0,,,,,,,,567.0,,,,2063189.0,3184.0,,122305.0,,,305439.0,7865.0,,2259.0,4575.0,1736.0,,,,,,,3133.0,7806.0,6400.0,,,,,,,,,20403.0,,,7289.0,,,,,,,,,,,,,40250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084542.0,,,54200.0,,,,,31840.0,,,,,,,1294.0,,,9481.0,,767.0,,39979.0,,,,,,3876.0,109875.0,,,,,,,,,,,,,,,530029.0,,,,,,,,2144724.0,198614.0,,,,,,,,,,100731.0,,,,,,,,,47812.0,,,,,,,,,,,280438.0,,,44037.0,,,,,,,,,255574.0,,,,,,,,,80173.0,,,,,,,174357.0,,14502.0,,,,,,,,,,,,,,,,,1592279.0,,,
Summit Academy High School,Summit Academy High School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9646.0,,,116620.0,,,,39357.0,,4150.0,297943.0,,,,,,,,,7481.0,,,,,,,24216.0,98556.0,80761.0,,19700.0,,,,,23.0,,,,2383780.0,,,163311.0,,446686.0,,,,,,,,,,63982.0,,,,,,,,,,,,60303.0,,,1586522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203624.0,199335.0,,,,,,,,,,93700.0,,,,,,,,,80129.0,,,,,,,,,,,299726.0,,,74472.0,,,,,,,,,327841.0,,,,,,,,,52656.0,,,,,,,180412.0,,19027.0,,,,,,,,,,,9716.0,,,,,,1509992.0,,,
Summit Academy High School,Summit Academy High School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,57068.0,,,91360.0,,,,43562.0,,8684.0,336611.0,,,,,,,,,3191.0,,,,,,,23985.0,108431.0,,,23584.0,,,,,1167.0,,,,2398555.0,10185.0,,134409.0,,560809.0,,,,,,,,,,1418649.0,,,,,,,,,,,,46256.0,,,164855.0,,,,,,,,,,,,,105587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37155.0,,,,,,,,,,,,,,,,,,9254.0,,,,,,,,,,17019700.0,,,,,,,,2410299.0,219578.0,,,,,,,,,,126832.0,,,,,,,,,47853.0,,,,,,,,,,,465072.0,,,58004.0,,,,,,,,,315224.0,,,,,,,,,53830.0,,,,,,,156266.0,,29671.0,,,,,,,,,,,945997.0,,,,,,18653161.0,,,
Summit Academy High School,Summit Academy High School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14705.0,,,67971.0,,,,22955.0,,2089.0,243668.0,,,,,,,,,1209.0,121.0,57004.0,,,,,20505.0,46499.0,41687.0,,10500.0,,,,,5862.0,,,,2350036.0,7064.0,,155934.0,,627916.0,,,,,,,,,,1365751.0,,,,,,,,,,,,52726.0,,,156251.0,,,,,,,,,,,,,190390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030.0,,,,,,,,,,,,,,,,,,12081.0,,,,,,,,,,,,,,,,,,2593105.0,136250.0,,,,,,,,,,250102.0,,,,,,,,,73445.0,,,,,,,,,,,326047.0,,,23126.0,,,,,,,,,316325.0,,,,,,,,,49728.0,,,,,,,154654.0,,,,,,,,,,,,,,,,,,,1301441.0,,,
Summit Academy High School,Summit Academy High School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.0,,,8610.0,,,,23042.0,,,253262.0,,,,,,,,,2195.0,331.0,75421.0,,4573.0,,,31849.0,51050.0,900.0,,5064.0,,,,,18528.0,,,,2241479.0,,,141523.0,,587956.0,,,,,,,,,,1381909.0,,,,,,,,,,,,64011.0,,,169410.0,,,,,,,,,,,,,219950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2959286.0,159630.0,,,,,,,,,,144049.0,,,,,,,,,127151.0,,,,,,,,,,,325857.0,,,7352.0,,,,,,,,,330851.0,,,,,,,,,25078.0,,,,,,,53001.0,,726.0,,,,,,,,,,,,,,,,,1267904.0,,,
Syracuse Arts Academy,Syracuse Arts Academy,2016.0,,436438.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16437.57,,,205371.97999999998,,,,,,,49828.4,,,,,,,,,,,,,17592.09,,,,10141.1,,34.1,,,,,,38363.26,,,,4587752.0,,,306891.0,,,617625.0,12368.0,,6410.0,6516.0,,,24895.0,,,,,6943.0,,,,,,,425724.0,,,,21398.0,,,54260.0,,,,,,8774.0,,,,,,,116319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465413.46,,,166200.0,,,,,89931.0,,,,,,,2320.0,,43699.0,23730.0,,2372.0,,,,,,108654.0,,15338.0,403623.0,,,19635.0,,,,,,,,,,,,,,,,,,,,5134697.39,223369.21000000002,,1247.06,,,47405.42,7708.0,,,425.0,13453.560000000001,,,,,50593.659999999996,,,,,,,,,,,,,,,879442.6500000001,,,852946.41,,,,,,,,,1205357.6600000001,1075014.1600000001,34624.270000000004,37650.100000000006,,,,,,6205.759999999999,,,,,,,582224.4199999998,,,,,,,,,,,,,,,,,,,,,,643330.61
Syracuse Arts Academy,Syracuse Arts Academy,2017.0,,512683.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41908.76,,,241351.05000000002,,,,,,,64216.54,,,,,,,,,,,,,28298.85,,,9375.0,10311.88,,46.28,,,,,,33209.03,,,,4815923.29,,,320975.26,,,863584.41,7450.56,,4612.37,15991.54,8816.0,,36149.57,,,,,7298.02,,,,,,,452776.11,,,,27758.0,,,18899.24,,,,,,5364.0,,,,,,,118824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2967055.12,,,173900.0,,,,,114686.66,,,,,,,3627.07,,56658.13,26276.03,,2075.56,,,,,,78030.0,,16766.79,462051.26,,,52682.0,,,,,,,,,,,,14986338.69,,,,,,,,5282487.019999995,430074.97000000003,,91375.57000000002,340.0,10377.25,89856.34,19814.75,,,1273.9,3592.96,,,,,73440.45999999999,,,,358.71999999999997,,,,,,,,,,,1529489.5999999999,,,837142.54,,,,,,,,,515994.2,551154.4900000001,121663.82,93.0,,,,,,,,,,,,,520198.85000000003,,,,,,,,,,,,,,,,,,,3769.0,,11700000.0,1220318.63
Syracuse Arts Academy,Syracuse Arts Academy,2018.0,,971190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120799.1,,,258985.79,,,,,,,60185.79,,,,,,,,,,,,,47432.72,,,15325.0,15481.9,,184.82,,,,,,32357.479999999996,,,323769.59,4880313.83,,,357872.67,,1991870.93,,,,,,,,,,20657.4,,,,,,,,,,,,58873.27,,,3932885.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179830.66999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138789.64,110860.85,,115827.98999999999,,33440.0,29316.1,45650.0,,,,51854.05,,,,,86065.03000000001,,,,,,,,,,,,,,,2803703.6000000006,,,4121.55,,,,,,,,,22449.09,426480.0,155015.56999999998,79.98,,,,,,18966.93,,,,,,,625461.0399999999,,,,,,,,,65440.0,,,,1224510.2,,,,,,1877661.41,,,
Syracuse Arts Academy,Syracuse Arts Academy,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202482.54,,,1607.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,3790.88,,,,,,,,,,,,,,,,,,,,,,,,,30665.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38442.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683634.27,16623.98,,57344.23,,52833.75,79345.61,33572.0,,,,27046.31,,,,,44992.66,,,,,,,,,,,,,,,1172754.6300000001,,,668153.21,,,,,,,,,13317.79,480226.94999999995,57768.729999999996,,,,,,,0.23,,,,,,,497320.7799999999,,,,,,,,,489179.42000000004,,,,15888.0,,,,,,1887700.0,,,
Syracuse Arts Academy,Syracuse Arts Academy,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166230.86,,,-18.3,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,10.0,,,28968.12,442983.38,,,36687.0,,189073.43999999997,,,,,,,,,,373825.52,,,,,,,,,,,,11674.38,,,71804.0,,,,,,,,,,,,,179.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13580.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2119.230000000287,49769.369999999995,,0.0,,31575.0,,67312.5,,,,57553.09999999999,,,,,1882.4800000000002,,,,8866.03,,,,,,,,,,,736225.6100000001,,,756210.9299999999,,,,,,,,,172475.55,236798.63999999998,171877.08000000002,5875.0,,,,,,,,,,,,,419492.72,,,,,,,,,84320.64,,,,,,,,,,2001590.0,,,
