LEA,school,year,r_10_1100,r_10_1110,r_10_1111,r_10_1112,r_10_1113,r_10_1114,r_10_1115,r_10_1134,r_10_1135,r_10_1136,r_10_1154,r_10_1160,r_10_1162,r_10_1164,r_10_1184,r_10_1190,r_10_1199,r_10_1200,r_10_1300,r_10_1310,r_10_1320,r_10_1330,r_10_1340,r_10_1400,r_10_1410,r_10_1420,r_10_1440,r_10_1500,r_10_1510,r_10_1515,r_10_1540,r_10_1610,r_10_1620,r_10_1690,r_10_1700,r_10_1710,r_10_1720,r_10_1730,r_10_1740,r_10_1741,r_10_1742,r_10_1743,r_10_1744,r_10_1745,r_10_1746,r_10_1747,r_10_1748,r_10_1750,r_10_1760,r_10_1770,r_10_1780,r_10_1790,r_10_1800,r_10_1900,r_10_1910,r_10_1920,r_10_1930,r_10_1940,r_10_1950,r_10_1960,r_10_1965,r_10_1970,r_10_1980,r_10_1990,r_10_2000,r_10_3000,r_10_3005,r_10_3010,r_10_3013,r_10_3015,r_10_3020,r_10_3025,r_10_3100,r_10_3105,r_10_3110,r_10_3115,r_10_3120,r_10_3125,r_10_3128,r_10_3130,r_10_3155,r_10_3160,r_10_3200,r_10_3209,r_10_3210,r_10_3211,r_10_3212,r_10_3213,r_10_3215,r_10_3218,r_10_3220,r_10_3221,r_10_3230,r_10_3270,r_10_3300,r_10_3322,r_10_3336,r_10_3400,r_10_3405,r_10_3410,r_10_3415,r_10_3423,r_10_3435,r_10_3448,r_10_3467,r_10_3468,r_10_3470,r_10_3471,r_10_3477,r_10_3480,r_10_3500,r_10_3515,r_10_3520,r_10_3522,r_10_3555,r_10_3560,r_10_3600,r_10_3612,r_10_3613,r_10_3635,r_10_3636,r_10_3637,r_10_3641,r_10_3646,r_10_3655,r_10_3661,r_10_3687,r_10_3700,r_10_3701,r_10_3703,r_10_3704,r_10_3706,r_10_3708,r_10_3709,r_10_3710,r_10_3713,r_10_3714,r_10_3716,r_10_3717,r_10_3718,r_10_3719,r_10_3720,r_10_3725,r_10_3760,r_10_3762,r_10_3764,r_10_3769,r_10_3770,r_10_3772,r_10_3774,r_10_3776,r_10_3780,r_10_3785,r_10_3795,r_10_3799,r_10_3800,r_10_3805,r_10_3807,r_10_3808,r_10_3810,r_10_3816,r_10_3851,r_10_3861,r_10_3862,r_10_3865,r_10_3866,r_10_3867,r_10_3868,r_10_3876,r_10_3878,r_10_3881,r_10_3882,r_10_3900,r_10_3990,r_10_5100,r_10_5110,r_10_5120,r_10_5130,r_10_5140,r_10_5200,r_10_5210,r_10_5300,r_10_5400,r_10_5500,r_10_5600,r_10_5900,r_10_6100,r_10_6200,r_10_6300,r_10_6400,r_20_1500,r_20_1510,r_20_1770,r_20_1800,r_20_1900,r_20_1910,r_20_1920,r_20_1990,r_20_3816,r_20_3990,r_20_5200,r_20_5210,r_20_5900,r_21_1310,r_21_1320,r_21_1410,r_21_1500,r_21_1510,r_21_1610,r_21_1690,r_21_1700,r_21_1710,r_21_1720,r_21_1730,r_21_1740,r_21_1741,r_21_1742,r_21_1743,r_21_1744,r_21_1745,r_21_1746,r_21_1747,r_21_1748,r_21_1750,r_21_1760,r_21_1770,r_21_1780,r_21_1790,r_21_1800,r_21_1900,r_21_1910,r_21_1920,r_21_1940,r_21_1990,r_21_3010,r_21_3520,r_21_3800,r_21_3851,r_21_3900,r_21_3990,r_21_5200,r_21_5210,r_21_5300,r_21_5900,r_21_6400,r_23_1110,r_23_1111,r_23_1112,r_23_1113,r_23_1114,r_23_1115,r_23_1164,r_23_1310,r_23_1500,r_23_1510,r_23_1690,r_23_1740,r_23_1743,r_23_1747,r_23_1790,r_23_1800,r_23_1900,r_23_1910,r_23_1920,r_23_1930,r_23_1960,r_23_1990,r_23_2000,r_23_3100,r_23_3105,r_23_3115,r_23_3125,r_23_3160,r_23_3209,r_23_3300,r_23_3613,r_23_3700,r_23_3713,r_23_3800,r_23_3876,r_23_3900,r_23_3990,r_23_5200,r_23_5210,r_23_5300,r_23_5900,r_26_1110,r_26_1111,r_26_1112,r_26_1114,r_26_1115,r_26_1118,r_26_1124,r_26_1128,r_26_1134,r_26_1140,r_26_1164,r_26_1190,r_26_1965,r_26_1990,r_31_1110,r_31_1111,r_31_1112,r_31_1113,r_31_1128,r_31_1129,r_31_1136,r_31_1154,r_31_1178,r_31_1199,r_31_1500,r_31_1510,r_31_1690,r_31_1900,r_31_1920,r_31_1990,r_31_3650,r_31_3661,r_31_5100,r_31_5120,r_31_5130,r_31_5140,r_31_5200,r_31_5210,r_31_5900,r_31_6300,r_32_1100,r_32_1110,r_32_1111,r_32_1112,r_32_1113,r_32_1114,r_32_1115,r_32_1124,r_32_1125,r_32_1136,r_32_1154,r_32_1164,r_32_1174,r_32_1190,r_32_1199,r_32_1500,r_32_1510,r_32_1540,r_32_1690,r_32_1900,r_32_1910,r_32_1920,r_32_1930,r_32_1940,r_32_1950,r_32_1960,r_32_1965,r_32_1990,r_32_3100,r_32_3155,r_32_3200,r_32_3610,r_32_3650,r_32_3661,r_32_3700,r_32_3709,r_32_3710,r_32_3760,r_32_3800,r_32_3900,r_32_3990,r_32_5100,r_32_5110,r_32_5120,r_32_5130,r_32_5140,r_32_5200,r_32_5210,r_32_5300,r_32_5400,r_32_5500,r_32_5600,r_32_5900,r_32_6300,r_32_6400,r_40_1500,r_40_1510,r_40_5200,r_49_1500,r_49_1510,r_49_1610,r_49_1620,r_49_1690,r_49_1900,r_49_1920,r_49_1990,r_49_3010,r_49_3200,r_49_3400,r_49_3769,r_49_3770,r_49_3800,r_49_3900,r_49_3990,r_49_5200,r_49_5210,r_49_5300,r_49_5900,r_50_1310,r_50_1500,r_50_1510,r_50_1690,r_50_1910,r_50_1920,r_50_1990,r_50_3700,r_50_3900,r_50_5200,r_51_1500,r_51_1510,r_51_1610,r_51_1620,r_51_1690,r_51_1900,r_51_1920,r_51_1990,r_51_3721,r_51_3769,r_51_3770,r_51_3800,r_51_5200,r_51_5300,r_51_5900,r_60_1510,r_60_1900,r_60_1970,r_60_1990,r_60_5200,r_60_5210,r_70_1200,r_70_1320,r_70_1500,r_70_1510,r_70_1800,r_70_1900,r_70_1910,r_70_1920,r_70_1990,r_70_3100,r_70_3799,r_70_5200,r_70_5210,r_70_5900,r_71_1500,r_71_1510,r_71_1740,r_71_1800,r_71_1920,r_71_1960,r_71_1990,r_71_3200,r_71_3410,r_71_3415,r_71_3423,r_71_3560,r_71_3800,r_71_5000,r_71_5200,r_76_1200,r_76_1500,r_76_1510,r_76_1900,r_76_1920,r_76_1960,r_76_1990,r_76_5200
Nebo District,Nebo District,2016.0,,10829079.44,841696.7,7167403.53,557090.74,9837245.53,764605.81,,,,,986864.09,653172.16,896477.3300000001,,,,,,252536.11,,,,,,65.0,,509419.85,,,,,,,545145.82,,,,,,,,,,,,,,,,,,,,6395.0,,,,,,,,,2813064.42,,,,79778558.77,,,8518751.0,,,11685671.44,2663347.0,,,640007.0,,,4592525.640000001,,,,,135866.18,56223.34,242085.38,,,52653.0,1865043.0,6039484.0,,,,867673.93,,,1173943.0,4029423.0,,,,,47543.0,,,,,,,2027564.65,,11173984.57,3097447.29,,,,30000.0,,,345376.0,,,,,169517.99,,,,13633.0,,155592.0,197980.0,,,,,,,,,,,,,,,6000.0,,,,,78595.0,,486035.2,,,78708.02,,,322661.0,,,,-562186.0,280562.0,8061990.0,254055.0,504000.0,266495.56,,,,,,,,1.4551915228366852e-10,,41298.71,,,,,,,,,,,,,,,,,,,,,,3715678.97,,,38522.12,,,,,,,,,,,,,,,,,,,,,,,,192162.87,,407973.49,5536818.55,,,,,,,,,,,,,,,,1285017.22,99878.74,117104.82,149930.53,5286.53,,,,,,,,,,,,,17800.0,,,87706.56,1922637.0,,,266912.8,,,,,,,,,0.0,,490.12,,,,,,,,,,,,,722902.61,,,,,,,25588066.25,1988847.8,,,2331864.33,,112779.55,,,,,,,,,1171840.25,83765000.0,-85660843.1,,,,,,,,,,,,3468299.55,269575.69,,,,316069.4,,,139062.24,,,,,96151.3,,,,,,,294908.05,,,,,8367893.0,535516.0,,,,,,,,,10000000.0,666657.3,,,0.0,,529617.26,,,,,,,,,,1715.87,,2748266.75,246529.97,9516.33,,,,,,,,1843567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547.15,,,,,,193399.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo District,2017.0,,11472823.79,687080.85,8904280.8,533256.76,10246772.309999999,613655.4500000001,,,,,1000038.02,776148.88,893168.2300000001,,,,,,31410.26999999999,,,,,,,,860881.92,,,,,,,601181.08,,,,,,,,,,,,,,,,,,,,22252.28,,,,,,,,,2119153.5,,,,83611426.34,,,8657209.69,,,13406113.05,2655105.76,,,475006.81,,,6724058.180000001,1962.0,,,,66578.36,37598.0,140077.91,,,52653.0,,6260914.17,,,,799468.29,,,394116.82,3933798.73,,,,,47140.7,,,,,,,,,11184287.56,3441319.49,,,,38000.0,,,298973.12,,39864.91,,,742165.11,,,,14514.0,,163975.0,245341.0,,,,,7000.0,,,,,,,,,,6500.0,,,,,78416.47,,1505260.77,,4125.45,41582.24,,,331714.56,,,,-565257.0,278855.84,8236381.81,345217.26,425380.0,477514.07,,,,,,,,5915496.13,-6174523.050000001,95959.95,,,,,,,,,,,,,,,,,,,,,,3749308.16,,,70351.91,,,,,,,,,,,,,,,,,,,,,,,,156755.58,,485101.22,5922033.24,,,,,,,,,,,,,,,,1356190.36,81219.1,118213.43,136134.91,9289.82,,,,,,,,,,,,,100.0,,,,2237269.44,,,,,,,,,,,,9026.92,,,,,,,,,,,,,,,654899.08,,,,,,,21945627.78,1314272.86,,,1912908.5,,148681.35,,,,,,,,,,,,,,,,,,,,,,,9760462.2,584531.47,,,,850778.65,,,168792.12,,,,,128606.3,,,,,,,63865.34,,,,,8397878.0,467370.01,,,,,,,,,5000000.0,,,,-10648.0,10648.0,750877.7,,,,,,,,,,138.47,,1338539.01,168375.0,7798.37,,,,,,,,1865163.57,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.72,,,,,,182409.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo District,2018.0,,12034701.14,782716.12,9977749.59,648935.55,12763843.22,830138.24,,,,,998989.85,828244.14,1059515.31,,,,,,77786.5,,,,,,,,,1430013.79,,,,,,,,,,,,,,,,,,,,,,,569501.89,,,47123.72,,,,,,,,,1979804.51,,,,88420480.57,52976.0,,9233763.25,,30360380.660000004,,,,,,,,,,4798261.29,,,,,,,,,,,,1803646.17,,,8915848.27,,,,,,,,,,,,,1963944.74,,,,,,15012797.690000001,,,,,,,,,,,90658.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,330840.0,,,,,,,,,,,,,,,,,,461071.74999999994,,,,,,8391120.790000001,-8760233.620000001,71138.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11280974.76,,,,,,,,,,,,,,,,1519687.72,98837.87,126147.94,43232.0,,16359.27,,,,,,114806.12,,,,,,290821.66,,2550397.08,,,,,,,,,,,,,,69112.83,,,,,,,721445.0,,,,,,,,858385.92,,,,,,,24591314.9,1599376.54,,,2041303.21,,,267565.48,,,,,,,,5255238.1,37455000.0,-42941630.77,,,,,,,,,,,,9816569.47,638452.73,,,,814864.68,,,,296393.38,,,,,,,,,,,77754.32,,,,,,,8741358.67,,,,,,,,10000000.0,945985.95,,,1189764.48,-1189764.48,2283437.96,,,,,,,,,,,7057.49,1567444.86,162309.0,9195.58,,,,,,,,,1837520.05,,,300000.0,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366006.65,,,6235.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo District,2019.0,,14329101.5,864882.59,10432893.36,629713.44,13202383.14,796875.65,,,,,1114832.83,811700.04,1027171.91,,,,,,640359.8,,,,,,,,,2420633.66,,,,,,,,,,,,,,,,,,,,,,,651277.2,,,21827.0,,,,,,,,,1560327.75,,,,89159419.08,57715.0,,9089547.67,,31970981.549999997,,,,,,,,,,8432526.16,,,,,,,,,,,,2062963.71,,,9171695.8,,,,,,,,,,,,,1879724.54,,,,,,19552980.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63297.42,,,,,,,,,,,,,,,,,,311483.77,,,,,,8044919.670000002,-8641736.29,168259.99,,,,,,,,,,12111.69,,,,,,287320.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11448478.14,,,,,,,,,,,,,,,,1539561.15,92925.54,119780.93,40881.45,,24186.17,,,,,,,,,,,,393665.17,,2665007.09,,,,,,,,,,,,,,96816.42,,,,,,,955771.0,,,,,,,,958078.22,,,,,,,27557287.77,1663315.6,,,2144012.27,,,390046.08,,,,,,,,,,,,,,,,,,,,,,10260874.88,619330.62,,,,798316.71,,,,562707.67,,,,,,,,,,,113572.71,,,,,,,9000205.39,,,,,,,,3350000.0,,,,1169246.05,-1169246.05,658410.06,,,,,,,,,,,17995.38,1714878.66,157614.5,11047.68,,,,,,,,,2051950.41,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo District,2020.0,,15778646.59,1027045.77,10601426.58,690056.03,13194785.93,858860.05,,,,,1219325.65,819245.89,1019652.77,,,,,,-122668.99,,,,,,,,,1730533.36,,,,,,,,,,,,,,,,,,,,,,,,,,44059.35,,,,,,,,,2856851.8999999994,,,,92770780.33,60044.0,,9509884.72,,31375095.42,,,,,,,,,,5833484.819999999,,,,,,,,,,,,2383025.02,,,9756498.91,,,,,,,,,,,,,3540120.0500000003,,,,,,21074389.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457497.37,,,,,,,,,,,,,,,,,,348180.7,,,,,,7405359.25,-7794038.09,675.0,,,,,,,,,,9599.79,,,,,,258337.07,,,,,,,,,,142709.8,,,,,,,,,,,,,,,,,,,,,,,,,,10687569.57,,,,,,,,,,,,,,,,1700408.4,110681.06,131402.37,50068.63,,24389.86,,,,,,,,,,,,51027.1,,2710244.88,,,,,,,,,,,,,,-91321.16,,,,,,,1082482.0,,,,,,,,608996.0,,,,,,,30436353.78,1981128.6,,,2352028.53,,,307874.36,,,,,,,,510353.55,4415000.0,-4954217.1,,,,,,,,,,,,10420936.14,678307.79,,,,805298.18,,,,1563909.15,,,,,,,,,,,42963.93,,,,,,,8552485.03,,,,,,,,90340000.0,11993122.5,,,1212971.0,-1212971.0,1956716.62,,,,,,,,,,,29914.16,1519172.82,113494.5,11061.2,,,,,,,,,1965375.97,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo District,2021.0,,17664016.94,1256491.48,11425190.78,812706.16,16290948.88,1165195.38,,,,,1223966.49,791668.76,1129236.88,,,,,,375820.77,,,,,,,,,479981.12,,,,,,,,,,,,,,,,,,,,,,,,,,129722.44,,,,,,,,,1938949.86,,,,99364645.7,,,10419670.39,,32624306.16999999,,,,,,,,,,10812696.780000001,,,,,,,,,,,,3408623.73,,,10463117.469999999,,,,,,,,,,,,,4031179.9999999995,,,,,,23856006.959999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12432.24,,,,,,,,,,,,,,,,,,232394.65999999997,,,,,,26046201.330000006,-24494572.509999998,61849.05,,,,,,,,,,3532.09,,,,,,1184696.91,,,,,,,,,,32748.49,,,,,,,,,,2760668.56,-157786.42,652796.97,-14683.4,1067692.41,-19575.03,,,,,,,,,,,6957354.36,,,,,,,,,,,,,,,,1942174.06,138152.32,134576.18,41842.0,,7664.57,,,,,,,,,,,,67948.29000000001,,2908650.15,,,,,,,,,,,,,,-64907.55999999999,,,,,,,901447.0,,,,,,,,273083.51,,,,,,,30119969.66,2142518.66,,,2087058.33,,,82139.02,,,,,,,,,,,,,,,,,,,,,,16546453.75,1176996.04,,,,1146528.85,,,,390817.01,,,,,,,,,,,156923.85,,,,,,,8806844.06,,,,,,,,20000000.0,2341783.5,,,1499990.0,-1499990.0,263219.49,,,,,,,,,,,12219.5,180844.51,130085.5,10947.92,,,,,,,,,2950898.02,,,,-1550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo Technology Center,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Nebo Technology Center,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Oakridge School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Oakridge School,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Orchard Hills School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44992.94,1975.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Orchard Hills School,2018.0,,,,,,,,,,,,,,,,,,,,273.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68773.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39359.05,1615.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Orchard Hills School,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59845.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26831.2,1357.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Orchard Hills School,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65145.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18346.05,1042.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Orchard Hills School,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75878.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Park School,2017.0,,,,,,,,,,,,,,,,,,,,2941.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28141.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18663.6,1654.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebo District,Park School,2018.0,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42920.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18772.31,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
